model_id,run_name,selector_metric,trim_frac,dim,M,rep,seed,h,sup_err,ise
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,0,3003105692,0.02,0.45340351945675916,0.5415985607920668
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,0,3003105692,0.026516504294,0.20797323039377336,0.2265043163770604
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,0,3003105692,0.0375,0.23954138702366468,0.15171012099065306
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,0,3003105692,0.053033008589,0.29175190597811707,0.17717137259047094
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,0,3003105692,0.075,0.36271916903386625,0.269004252142904
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,0,3003105692,0.106066017178,0.3493107324521878,0.27597673855025406
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,0,3003105692,0.15,0.28907131562334065,0.23630561231189506
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,0,3003105692,0.212132034356,0.25326320230283716,0.19152226733459488
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,0,3003105692,0.3,0.1893999150058221,0.15779644634846934
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,0,3003105692,0.424264068712,0.1178311469520521,0.10651279767247125
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,0,3003105692,0.6,0.34564728268838074,0.3037397303750049
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,0,3003105692,0.848528137424,0.5407584050024363,0.5451983994979557
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,0,3003105692,1.2,0.8788389642802379,1.0650524305234996
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,1,976400780,0.02,1.1954522252471058,1.1008934117284015
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,1,976400780,0.026516504294,1.1108865838724782,1.026662412533537
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,1,976400780,0.0375,0.9143227071984921,0.8559288519752268
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,1,976400780,0.053033008589,0.8912583608808324,0.8390449808706651
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,1,976400780,0.075,0.5285051195132588,0.5751797332419752
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,1,976400780,0.106066017178,0.1711122373858993,0.2555115326347312
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,1,976400780,0.15,0.12895117733792094,0.19445345713446013
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,1,976400780,0.212132034356,0.10404859235299141,0.15314562085398778
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,1,976400780,0.3,0.07805892533834768,0.11446837971725475
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,1,976400780,0.424264068712,0.22263616018310595,0.23173124896143188
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,1,976400780,0.6,0.44031234207944303,0.42726054259139595
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,1,976400780,0.848528137424,0.6717652383002988,0.6824186524040534
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,1,976400780,1.2,0.8935359087708639,1.0995293139177689
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,2,3387213021,0.02,0.7779533323622791,0.7559434668342624
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,2,3387213021,0.026516504294,0.74188760831104,0.5887437368708899
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,2,3387213021,0.0375,0.7498849893075779,0.5760421429853451
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,2,3387213021,0.053033008589,0.7506888674779777,0.5676104750282763
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,2,3387213021,0.075,0.6724234724362468,0.5236926889108467
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,2,3387213021,0.106066017178,0.17279181916850783,0.21151664718484292
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,2,3387213021,0.15,0.31995364588448005,0.26382922573836626
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,2,3387213021,0.212132034356,0.40169771098615437,0.2999313455012852
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,2,3387213021,0.3,0.41649057958807045,0.3172050514804011
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,2,3387213021,0.424264068712,0.4258611453513059,0.35866977152305274
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,2,3387213021,0.6,0.4054425385770233,0.4644247572275412
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,2,3387213021,0.848528137424,0.6109854083424482,0.722076705048094
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,2,3387213021,1.2,0.9235678877203211,1.1131774158604655
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,3,1360466708,0.02,1.0231111484938893,1.0055353102788176
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,3,1360466708,0.026516504294,0.24127518837440753,0.35484541686798043
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,3,1360466708,0.0375,0.16166285440169315,0.1202836886631748
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,3,1360466708,0.053033008589,0.20516302838977118,0.13739501182079517
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,3,1360466708,0.075,0.2802012616577416,0.21766999622518987
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,3,1360466708,0.106066017178,0.32464022106304125,0.20910577889168788
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,3,1360466708,0.15,0.3299374042707237,0.2056614004990212
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,3,1360466708,0.212132034356,0.12625719530387602,0.07815625697383197
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,3,1360466708,0.3,0.06503757307916302,0.09568841225534565
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,3,1360466708,0.424264068712,0.4021770266325775,0.35820187702509343
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,3,1360466708,0.6,0.45455413580077053,0.4639170136263512
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,3,1360466708,0.848528137424,0.5613265961489007,0.650212605151699
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,3,1360466708,1.2,0.7584891724309268,1.0021375997090993
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,4,876933080,0.02,0.8958905663680059,0.9142515933323861
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,4,876933080,0.026516504294,0.8826717683507947,0.9295825158278659
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,4,876933080,0.0375,0.8684885630080732,0.7668886617766733
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,4,876933080,0.053033008589,0.9116085102127922,0.8297078309090318
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,4,876933080,0.075,0.5990882778573714,0.5878488544260856
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,4,876933080,0.106066017178,0.5548818985334623,0.5513150102821073
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,4,876933080,0.15,0.4965189520691129,0.5115724787270385
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,4,876933080,0.212132034356,0.3621621150162131,0.3508038258940898
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,4,876933080,0.3,0.35839432431816487,0.16950088389686596
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,4,876933080,0.424264068712,0.7610841936699737,0.4428175860120617
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,4,876933080,0.6,0.73132598607625,0.5099504365328175
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,4,876933080,0.848528137424,0.7239364437658131,0.6412751248112998
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,4,876933080,1.2,1.026763182670244,1.0980442540158468
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,5,3424658561,0.02,0.5842831092846161,0.5012321086854172
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,5,3424658561,0.026516504294,0.25508964410401025,0.35282835821679737
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,5,3424658561,0.0375,0.2464192142881424,0.3061451822284081
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,5,3424658561,0.053033008589,0.16927760739839937,0.2167212711124146
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,5,3424658561,0.075,0.12429064155997727,0.16113469151037665
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,5,3424658561,0.106066017178,0.08820672653497577,0.11401986288470706
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,5,3424658561,0.15,0.07528224034492936,0.05180621696358402
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,5,3424658561,0.212132034356,0.09003869115882246,0.047953196167578455
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,5,3424658561,0.3,0.09137649835310979,0.10833687826289726
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,5,3424658561,0.424264068712,0.13941910488940756,0.15472989483281652
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,5,3424658561,0.6,0.234510211663983,0.27867360444891504
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,5,3424658561,0.848528137424,0.6581283652878462,0.6429672914815903
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,5,3424658561,1.2,1.206731358377609,1.1275077267748765
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,6,2760304911,0.02,0.21451006209900036,0.21460179356872278
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,6,2760304911,0.026516504294,0.23037415126693261,0.17522022324435632
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,6,2760304911,0.0375,0.24072900817312082,0.21888737654376061
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,6,2760304911,0.053033008589,0.29406231727996346,0.34118482310884607
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,6,2760304911,0.075,0.30711939436689484,0.2994659220902794
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,6,2760304911,0.106066017178,0.3519841258250169,0.33063245729212265
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,6,2760304911,0.15,0.4086407515093393,0.3824527437304934
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,6,2760304911,0.212132034356,0.3029873506809668,0.3124486611624364
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,6,2760304911,0.3,0.1576724598223267,0.18647423897447307
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,6,2760304911,0.424264068712,0.11341010636997417,0.1010372894330572
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,6,2760304911,0.6,0.06527423669293109,0.08144986996013902
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,6,2760304911,0.848528137424,0.5609194666193633,0.49035129800305594
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,6,2760304911,1.2,0.9899823854891414,1.0136010159460838
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,7,2904491693,0.02,0.7548737767146441,0.6836563547947853
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,7,2904491693,0.026516504294,0.7164432839242152,0.6779264531479622
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,7,2904491693,0.0375,0.6791908652493319,0.6176385334732171
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,7,2904491693,0.053033008589,0.7038554192643955,0.6152721739071811
gg_1d,gg1_final_rawmax_k2,raw_max,0.05,1,1000,7,2904491693,0.075,0.8489384883827129,0.739324859857061
