M,mean_Z,var_Z,coverage_95,mean_sigma_hat,mean_h,shapiro_W,shapiro_p,anderson_stat,anderson_crit_5pct,anderson_reject_5pct
1000,0.01167314133495311,1.1804485767377622,92.33333333333333,10.560239025673345,0.14454397707459268,0.9917847597720848,0.09443422300938975,0.48790121645151885,0.75,0
2000,-0.054667555262319804,0.9644875370980095,96.66666666666667,10.537564327520007,0.11904512111876461,0.992554925259336,0.13943406571395994,0.5004333513289225,0.75,0
4000,0.13313526575296747,0.8797812933553806,96.33333333333334,10.328140704367181,0.09804449240294479,0.9973183290295207,0.9055829484978425,0.17366956513291143,0.75,0
8000,0.04125469593421044,0.8940314825523666,96.0,10.432683924294633,0.08074856323562414,0.9951331369047989,0.4661296102779555,0.41466097499790067,0.75,0
