model_id,run_name,selector_metric,trim_frac,dim,M,rep,seed,h,sup_err,ise
gg_2d,gg2_pilot_rawmax_k2,raw_max,0.05,2,1000,0,3003105692,0.158113883008,1.1715300465844247,1.8513596445605744
gg_2d,gg2_pilot_rawmax_k2,raw_max,0.05,2,1000,0,3003105692,0.212132034356,0.7387242966815564,1.104199767252916
gg_2d,gg2_pilot_rawmax_k2,raw_max,0.05,2,1000,0,3003105692,0.3,0.5456111753258599,0.8064155680599299
gg_2d,gg2_pilot_rawmax_k2,raw_max,0.05,2,1000,0,3003105692,0.424264068712,0.6906754557049047,0.633161540915115
gg_2d,gg2_pilot_rawmax_k2,raw_max,0.05,2,1000,0,3003105692,0.6,1.06461145518686,0.849377739055604
gg_2d,gg2_pilot_rawmax_k2,raw_max,0.05,2,1000,0,3003105692,0.848528137424,1.0762914233460203,1.0941733741090212
gg_2d,gg2_pilot_rawmax_k2,raw_max,0.05,2,1000,0,3003105692,1.2,1.2635512134851523,1.8767543945799179
gg_2d,gg2_pilot_rawmax_k2,raw_max,0.05,2,1000,1,976400780,0.158113883008,0.9273120742242879,1.1600299342083262
gg_2d,gg2_pilot_rawmax_k2,raw_max,0.05,2,1000,1,976400780,0.212132034356,0.8574659385342188,1.0191490569866484
gg_2d,gg2_pilot_rawmax_k2,raw_max,0.05,2,1000,1,976400780,0.3,0.7043324672985907,0.8123430468377412
gg_2d,gg2_pilot_rawmax_k2,raw_max,0.05,2,1000,1,976400780,0.424264068712,0.5884292326240476,0.49832730584196905
gg_2d,gg2_pilot_rawmax_k2,raw_max,0.05,2,1000,1,976400780,0.6,0.29560172010400276,0.4314098377364504
gg_2d,gg2_pilot_rawmax_k2,raw_max,0.05,2,1000,1,976400780,0.848528137424,0.6370490056692016,1.010068944021113
gg_2d,gg2_pilot_rawmax_k2,raw_max,0.05,2,1000,1,976400780,1.2,0.9235804476281532,1.6682655423586525
gg_2d,gg2_pilot_rawmax_k2,raw_max,0.05,2,1000,2,3387213021,0.158113883008,0.8442883393419157,1.1858389255778792
gg_2d,gg2_pilot_rawmax_k2,raw_max,0.05,2,1000,2,3387213021,0.212132034356,0.8092695564259732,1.0006625590848406
gg_2d,gg2_pilot_rawmax_k2,raw_max,0.05,2,1000,2,3387213021,0.3,0.48527045645795236,0.6251266037400415
