method,M,mean_sup_err
lepski,1000,0.5496392498113291
lepski,2000,0.47458081205619396
lepski,4000,0.4469870471460167
oracle,1000,0.42276244224367965
oracle,2000,0.42639034731369563
oracle,4000,0.3372360701743093
