method,M,mean_selected_h,mean_gap_to_oracle,boundary_frequency,mean_f_hat,mean_min_D_hat
lepski,1000,0.43819805153400004,1.392369997127252,0.0,0.16191538406121372,0.002515691629713
lepski,2000,0.4097056274848,1.1255892444809323,0.0,0.17737501404444203,0.0023231786848163494
lepski,4000,0.3559188309204,1.2700698592008497,0.0,0.17591502730871394,0.0029375650768252233
oracle,1000,0.4379434226568,1.0,0.1,0.16492342409447697,0.0024278869882493927
oracle,2000,0.3507716446628,1.0,0.0,0.17242177673247833,0.002262530362781796
oracle,4000,0.35077164466280003,1.0,0.0,0.17015435290289016,0.002878937611916376
