method,metric,slope,intercept,theory_secant,theory_asymptotic
lepski,sup_err,-0.14912600274239146,0.41714481669375947,-0.2893567152639931,-0.3333333333333333
oracle,sup_err,-0.1630441811533522,0.30584391991799015,-0.2893567152639931,-0.3333333333333333
lepski,ise,-0.20873380577007014,1.0149499416279915,-0.2893567152639931,-0.3333333333333333
oracle,ise,-0.30523529282260947,1.634622064315642,-0.2893567152639931,-0.3333333333333333
