label,model_id,run_tag,Cavg,Cmax,Q95max,BoundaryAvg,E_M_E_hstar,E_M_E_hhat
GG1,gg_1d,gg_1d_adapt_dense_floor81_20260417_192238,1.837999343381199,2.0409824786704713,4.742442114994223,0.002857142857142857,0.2385034093164857,0.37245574651723706
GG2,gg_2d,gg_2d_adapt_dense_floor81_20260417_192238,1.285872894580865,1.4565186969936939,2.4860481643477113,0.0,0.4155373104950358,0.37188257549534287
MM1,mm_1d,mm_1d_adapt_dense_floor81_20260417_192238,1.8847840480740454,2.032565961801431,4.773346093569441,0.008571428571428572,0.24364660776170569,0.3337310804488886
MM2,mm_2d,mm_2d_adapt_dense_floor81_20260417_192238,1.4944819021783196,1.6957546797084748,4.043643747157684,0.04285714285714286,0.42059174574037134,0.44312917094572857
