M,mean_Z,var_Z,coverage_95,mean_sigma_hat,mean_h,shapiro_W,shapiro_p,anderson_stat,anderson_crit_5pct,anderson_reject_5pct
4000,-0.07006665536006701,1.0047425675554746,94.0,0.89722795952803,0.09804449240294479,0.9918837022886008,0.5516171590953212,0.2900915276286753,0.748,0
8000,-0.034159476274465396,0.8123615960868581,96.66666666666667,0.899518145173383,0.08074856323562414,0.9856431054162096,0.12235781110178062,0.6669192718924819,0.748,0
