method,M,mean_sup_err
lepski,1000,0.44452676218536863
lepski,2000,0.6525652545780937
lepski,4000,0.7670774346951154
oracle,1000,0.2019591727258375
oracle,2000,0.22784616798975707
oracle,4000,0.1466773747220709
