method,M,mean_ise
lepski,1000,0.5089885337946087
lepski,2000,0.7938812351161165
lepski,4000,0.9409511217521802
oracle,1000,0.21873108893597992
oracle,2000,0.2446733815434426
oracle,4000,0.17064891366612117
