method,metric,slope,intercept,theory_secant,theory_asymptotic
lepski,sup_err,-0.5260299369545923,3.79510791060241,-0.2893567152639931,-0.3333333333333333
oracle,sup_err,-0.49965671895165337,3.1269558016841685,-0.2893567152639931,-0.3333333333333333
lepski,ise,-0.5166458843028302,3.6627570188699337,-0.2893567152639931,-0.3333333333333333
oracle,ise,-0.4604143677527109,2.8687898124680524,-0.2893567152639931,-0.3333333333333333
