method,M,mean_sup_err
lepski,1000,1.1884293349814172
lepski,2000,0.7980246797092964
lepski,4000,0.5731546022848322
oracle,1000,0.7270558498892679
oracle,2000,0.5053604757409855
oracle,4000,0.3637009649038133
