method,M,mean_selected_h,mean_gap_to_oracle,boundary_frequency,mean_f_hat,mean_min_D_hat
lepski,1000,0.5669848480984,1.5862418417580608,0.1,0.3041646754652207,0.007357538947487495
lepski,2000,0.453198051534,1.5826702585829324,0.0,0.3508517078666955,0.00760246953017721
lepski,4000,0.5468376618408001,1.6156481150683657,0.0,0.3457601581739308,0.009087988193379505
oracle,1000,0.512132034356,1.0,0.1,0.34148058140686227,0.00783752347693392
oracle,2000,0.3734924240492,1.0,0.0,0.3820783653651084,0.007903991661564063
oracle,4000,0.3745584412272,1.0,0.0,0.3981234931700964,0.00851899599066543
