M,mean_Z,var_Z,coverage_95,mean_sigma_hat,mean_h,shapiro_W,shapiro_p,anderson_stat,anderson_crit_5pct,anderson_reject_5pct
4000,0.00017241987828114702,0.968629659684462,97.33333333333334,10.367142018482333,0.13661726982057026,0.98498155071577,0.10286227741329423,0.45606443151618237,0.748,0
8000,-0.10247245846455544,1.0263746585258193,95.33333333333334,10.456574679927218,0.11568003280833442,0.9957706177225568,0.9460227930274151,0.14684232779444528,0.748,0
