method,M,mean_selected_h,mean_gap_to_oracle,boundary_frequency,mean_f_hat,mean_min_D_hat
lepski,1000,0.33283062748479997,2.0696128807213645,0.0,0.29843896462852315,0.2732893797012384
lepski,2000,0.22552492549085001,3.625427379437395,0.0,0.29706043565728,0.21812185453781247
lepski,4000,0.23957426932525,7.139106023806406,0.05,0.2783813965804761,0.24072636454836965
oracle,1000,0.2488674240492,1.0,0.05,0.3005719059343504,0.29166628836299974
oracle,2000,0.2525825214725,1.0,0.0,0.3053677805300955,0.2886335125739778
oracle,4000,0.19900842119635,1.0,0.0,0.29020899935672595,0.29972923879246954
