method,M,mean_ise
lepski,1000,0.20337655487505488
lepski,2000,0.23101652980898962
lepski,4000,0.18714783568955085
oracle,1000,0.13090380574397179
oracle,2000,0.13091625674597002
oracle,4000,0.11242738610334937
