method,M,mean_sup_err
lepski,1000,0.20657234451264467
lepski,2000,0.2745523449432644
lepski,4000,0.2057309880554893
oracle,1000,0.1438550213110326
oracle,2000,0.13278200173027507
oracle,4000,0.11759649951746012
