model_id,M,rep,seed,h,a_hat,a_star,f_hat,D_hat,sigma_hat,Z,covered_95
gg_1d,4000,0,1647280922,0.16126748084798076,0.2965823472056257,0.28319783197831916,0.3968377046534502,0.9743094597238942,0.8948351818470754,0.3593639575854357,1
gg_1d,4000,1,3019509485,0.16126748084798076,0.2710778057061722,0.28319783197831916,0.3904206475599226,0.971467882117012,0.9346696259701153,-0.31840354401806986,1
gg_1d,4000,2,3169849710,0.16126748084798076,0.32445798784035335,0.28319783197831916,0.41272293729856313,0.9745568627818832,0.8702511963266925,1.1233418695246014,1
gg_1d,4000,3,2291500627,0.16126748084798076,0.3057313589522098,0.28319783197831916,0.3995833251016082,0.9802209153258826,0.8196523611747236,0.6321464782661691,1
gg_1d,4000,4,3125926981,0.16126748084798076,0.2560717142669683,0.28319783197831916,0.38855013154910567,0.9740134160971776,0.9121155184058158,-0.7213833532635557,1
gg_1d,4000,5,548958189,0.16126748084798076,0.3319698939748029,0.28319783197831916,0.4109013084423574,0.9764659009626144,0.8557644400953293,1.3390518558582953,1
gg_1d,4000,6,2587232443,0.16126748084798076,0.27561309895597197,0.28319783197831916,0.3676529270733055,0.9702199808517116,1.0226708767805892,-0.1904915654813734,1
gg_1d,4000,7,3431512084,0.16126748084798076,0.3118314359870015,0.28319783197831916,0.41082886295501597,0.972640603901753,0.882456304255213,0.774163704361426,1
gg_1d,4000,8,1319777362,0.16126748084798076,0.3362840273864476,0.28319783197831916,0.41627725662264436,0.9686184153012459,0.9252145814945435,1.401728048476397,1
gg_1d,4000,9,1760654890,0.16126748084798076,0.2584517709671111,0.28319783197831916,0.4061220793544569,0.9636902522794991,0.9824836993009914,-0.6340840065698273,1
gg_1d,4000,10,873790567,0.16126748084798076,0.2853843735268045,0.28319783197831916,0.3989805787060234,0.9787648956433855,0.836777723940685,0.06070941887121671,1
gg_1d,4000,11,2848478544,0.16126748084798076,0.28581450395391644,0.28319783197831916,0.4019481637600206,0.973376022249895,0.8888198201200508,0.07049297096156736,1
gg_1d,4000,12,3171747728,0.16126748084798076,0.3258829673098082,0.28319783197831916,0.4162817169568607,0.97713615908188,0.8331614490897669,1.1877238461279227,1
gg_1d,4000,13,3821783005,0.16126748084798076,0.22430870615480644,0.28319783197831916,0.4044252950371653,0.9650643899793645,0.8837014929029248,-1.5910568943229384,1
gg_1d,4000,14,3387784873,0.16126748084798076,0.27962540952673487,0.28319783197831916,0.3980158593792057,0.9751442537232191,0.8766605926746289,-0.09690595466763492,1
gg_1d,4000,15,1310736815,0.16126748084798076,0.22755286227440885,0.28319783197831916,0.41970450864770087,0.9754441103465892,0.823330168401646,-1.5575510587886234,1
gg_1d,4000,16,535578020,0.16126748084798076,0.3509073899240901,0.28319783197831916,0.4004806798606171,0.9766555311939794,0.8764888697852662,1.8368774061088342,1
gg_1d,4000,17,2698082893,0.16126748084798076,0.2826393971814704,0.28319783197831916,0.41441801543685625,0.9692054771836098,0.9183352967528638,-0.01480046056374978,1
gg_1d,4000,18,3076675983,0.16126748084798076,0.34355566890136163,0.28319783197831916,0.38429004430060537,0.9778151284933665,0.8930894673915247,1.6221446560770842,1
gg_1d,4000,19,4270102903,0.16126748084798076,0.36034975037722794,0.28319783197831916,0.4255698915180236,0.9710151760447379,0.8824634015598077,2.0859398189090967,0
gg_1d,4000,20,3119532331,0.16126748084798076,0.2894812587767821,0.28319783197831916,0.4098262695315283,0.9787237457443398,0.7886998058484616,0.17969835007852336,1
gg_1d,4000,21,1895915980,0.16126748084798076,0.28007707337123666,0.28319783197831916,0.4001074592718151,0.9685316205437666,0.9462588493151589,-0.08148142143007392,1
gg_1d,4000,22,2862082123,0.16126748084798076,0.2989456944170167,0.28319783197831916,0.3983404034166383,0.9727073460124583,0.9169560449117694,0.41768679952879273,1
gg_1d,4000,23,4241223729,0.16126748084798076,0.25956970356262943,0.28319783197831916,0.3983559940787869,0.9774109030516668,0.8393434363918947,-0.6550325322911232,1
gg_1d,4000,24,2765407705,0.16126748084798076,0.23974233848021512,0.28319783197831916,0.3665809339407594,0.9706645328661145,0.9998972314376265,-1.103749195366995,1
gg_1d,4000,25,3979189990,0.16126748084798076,0.3356489021044777,0.28319783197831916,0.40795060007114925,0.9746874693217574,0.8762633946528839,1.4231163722584326,1
gg_1d,4000,26,2724972703,0.16126748084798076,0.26571831830905807,0.28319783197831916,0.3999486854392972,0.968606442430645,0.9566753896473557,-0.4538898183714669,1
gg_1d,4000,27,2436384902,0.16126748084798076,0.20787535551141392,0.28319783197831916,0.38041008001509347,0.9621505860820375,1.026685648342928,-1.8880315243134709,1
gg_1d,4000,28,3350542330,0.16126748084798076,0.26108438776051485,0.28319783197831916,0.40067635828557135,0.9765843276607628,0.8503108745793586,-0.6090752051332332,1
gg_1d,4000,29,2463198687,0.16126748084798076,0.3388926257867651,0.28319783197831916,0.3888290731303803,0.9756138542849004,0.9000249966090283,1.4910448649045498,1
gg_1d,4000,30,2870252075,0.16126748084798076,0.28890707424617673,0.28319783197831916,0.404412355621856,0.9735048491238227,0.8641930821768937,0.15598271534674693,1
gg_1d,4000,31,2691447209,0.16126748084798076,0.2906524389299668,0.28319783197831916,0.4118528853543152,0.9782928715344055,0.830874861837701,0.20771140184943826,1
gg_1d,4000,32,1243477403,0.16126748084798076,0.30815456351408127,0.28319783197831916,0.3818884894428809,0.9742737769755391,0.9214929530065729,0.6603057736117502,1
