method,M,mean_ise
lepski,1000,3.379934875263442
lepski,1500,4.153209720362757
lepski,2000,3.194982307567265
lepski,3000,2.7429927377355052
lepski,4000,3.2059879226898964
lepski,6000,3.0243347841694073
lepski,8000,2.2279283740491524
oracle,1000,0.2627439289159828
oracle,1500,0.2313617724583228
oracle,2000,0.2364807124936759
oracle,3000,0.16716220663385634
oracle,4000,0.1715719678094997
oracle,6000,0.14323365386264392
oracle,8000,0.12857523168014676
