model_id,run_name,selector_metric,trim_frac,dim,M,rep,seed,method,selected_h,sup_err,ise,boundary,gap_to_oracle,f_hat,min_D_hat
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,0,3003105692,oracle,0.424264068712,0.1178311469520521,0.10651279767247125,0,1.0,0.3884612273996326,0.005751687249122478
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,0,3003105692,lepski,0.424264068712,0.1178311469520521,0.10651279767247125,0,1.0,0.3884612273996326,0.005751687249122478
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,1,976400780,oracle,0.3,0.07805892533834768,0.11446837971725475,0,1.0,0.36343641854365183,0.00604534671608214
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,1,976400780,lepski,0.3,0.07805892533834768,0.11446837971725475,0,1.0,0.36343641854365183,0.00604534671608214
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,2,3387213021,oracle,0.106066017178,0.17279181916850783,0.21151664718484292,0,1.0,0.4634168085253014,0.005264828270490206
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,2,3387213021,lepski,0.424264068712,0.4258611453513059,0.35866977152305274,0,2.4645909013551335,0.3880221093867507,0.007298085733815035
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,3,1360466708,oracle,0.3,0.06503757307916302,0.09568841225534565,0,1.0,0.37116514060213596,0.006779058737465392
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,3,1360466708,lepski,0.3,0.06503757307916302,0.09568841225534565,0,1.0,0.37116514060213596,0.006779058737465392
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,4,876933080,oracle,0.3,0.35839432431816487,0.16950088389686596,0,1.0,0.33162135569420575,0.006635345981387369
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,4,876933080,lepski,0.3,0.35839432431816487,0.16950088389686596,0,1.0,0.33162135569420575,0.006635345981387369
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,5,3424658561,oracle,0.15,0.07528224034492936,0.05180621696358402,0,1.0,0.4200065308648658,0.005837134746254832
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,5,3424658561,lepski,0.6,0.234510211663983,0.27867360444891504,0,3.1150801382836164,0.38892097038824547,0.007510431083653919
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,6,2760304911,oracle,0.6,0.06527423669293109,0.08144986996013902,0,1.0,0.3894300569119741,0.006624735286988686
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,6,2760304911,lepski,0.6,0.06527423669293109,0.08144986996013902,0,1.0,0.3894300569119741,0.006624735286988686
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,7,2904491693,oracle,0.3,0.35103425011410616,0.24107135946572744,0,1.0,0.3604334211284041,0.004854211175507637
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,7,2904491693,lepski,0.424264068712,0.38592693808909306,0.23945891165474245,0,1.0993996681624223,0.36668057917314184,0.005248194096937077
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,8,4245388044,oracle,0.3,0.3089064912383366,0.25803093598293175,0,1.0,0.3976251689424403,0.0070011521289271685
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,8,4245388044,lepski,0.848528137424,0.5941744608926554,0.653582214454253,0,1.9234767728924818,0.38358196460550714,0.010365707942333963
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,9,1679802727,oracle,0.424264068712,0.1218109201580777,0.1444257987246972,0,1.0,0.36047713117693514,0.005903365755280725
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,9,1679802727,lepski,0.424264068712,0.1218109201580777,0.1444257987246972,0,1.0,0.36047713117693514,0.005903365755280725
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,10,3605303106,oracle,0.15,0.17871047272988072,0.1466244054143253,0,1.0,0.4237209299878286,0.006947337280794862
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,10,3605303106,lepski,0.6,0.45901013197401896,0.3811007574906619,0,2.568456817121225,0.3938219521556742,0.0064945306817134835
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,11,1429424934,oracle,0.424264068712,0.07274750483645454,0.06054671535335447,0,1.0,0.38876105500343683,0.006398860585240076
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,11,1429424934,lepski,0.6,0.17426262424793615,0.2293508205797688,0,2.3954446910543568,0.3825101599281568,0.007350034510243043
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,12,2437408156,oracle,0.106066017178,0.0740111609754619,0.05991843172874731,0,1.0,0.4151639886691191,0.00628252571521957
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,12,2437408156,lepski,0.6,0.2686694197102346,0.318178464638917,0,3.630120324680637,0.3814765597283637,0.007647858597728917
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,13,2569716528,oracle,0.3,0.039512606222657176,0.054641735547977605,0,1.0,0.4445393616909829,0.006291929859721515
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,13,2569716528,lepski,0.424264068712,0.07657110820671242,0.0713467541765597,0,1.937890600666207,0.42510269325031447,0.006594732383004078
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,14,915442270,oracle,0.3,0.2854611527989217,0.23262243013311518,0,1.0,0.39317625052204275,0.0050419316594009
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,14,915442270,lepski,0.424264068712,0.30839908672355865,0.2057448415833407,0,1.0803539595483747,0.38591043837358585,0.0059622566747108835
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,15,802017219,oracle,0.424264068712,0.10909282349881266,0.1191911240142943,0,1.0,0.3611842415423838,0.0056672147922613965
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,15,802017219,lepski,0.6,0.17205515954068362,0.19269348393856942,0,1.5771446188901346,0.36918950909892134,0.006733725471380686
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,16,984129068,oracle,0.424264068712,0.12129227595542513,0.14444101965512793,0,1.0,0.40176827290808775,0.007121093419242775
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,16,984129068,lepski,0.6,0.24856950669918998,0.2468328324012503,0,2.049343247467293,0.3862242650838892,0.007745978709879729
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,17,2889465206,oracle,0.3,0.11237180151941362,0.16293826511788065,0,1.0,0.3908644338822511,0.006773913293331544
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,17,2889465206,lepski,0.3,0.11237180151941362,0.16293826511788065,0,1.0,0.3908644338822511,0.006773913293331544
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,18,2634853374,oracle,0.424264068712,0.04562726338573331,0.048318129621758826,0,1.0,0.43063829323128267,0.006002907923846558
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,18,2634853374,lepski,0.6,0.20218199218402333,0.21255649157595857,0,4.431166306748991,0.41331774952014866,0.007557262608100738
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,19,4045012504,oracle,0.424264068712,0.1238514368932746,0.114362556468994,0,1.0,0.35639163056169504,0.006154389455946495
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,1000,19,4045012504,lepski,0.6,0.1649396885737393,0.1927140265833522,0,1.331754339805289,0.3531582635607344,0.007475936553034974
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,2000,0,3032918238,oracle,0.3,0.06300217930095803,0.08479560328526395,0,1.0,0.3988726232838315,0.00567515092138555
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,2000,0,3032918238,lepski,0.3,0.06300217930095803,0.08479560328526395,0,1.0,0.3988726232838315,0.00567515092138555
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,2000,1,1066207224,oracle,0.3,0.07769056265696817,0.08836893129827832,0,1.0,0.38909430908567605,0.006194020084886626
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,2000,1,1066207224,lepski,0.424264068712,0.20079366591384407,0.1819518620457161,0,2.5845309783688974,0.3895381597488561,0.00658485457388793
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,2000,2,3929519758,oracle,0.3,0.049862848934730586,0.031736386698578395,0,1.0,0.39252785364499376,0.00609584300178332
gg_1d,gg1_trim10_k2,trimmed_max,0.1,1,2000,2,3929519758,lepski,0.424264068712,0.19858449768231834,0.17156142234150062,0,3.9826143496586255,0.38545704201922526,0.006628087920691467
