label,setting,M,R,tau_rho,mean_var_raw_num,mean_var_raw_den,p_small_denom,median_sup_err,median_ise,mean_gap_to_oracle,mean_selected_h,boundary_rate
GG1,compact,4000,100,0.2417145449544577,0.15790330431896152,0.7100657989922989,0.0,0.18394823334481963,0.1711882706845998,2.1055698020910003,0.3479041122946399,0.0
GG1,wide,4000,100,0.2417145449544577,0.17318591479367487,0.7842770420111446,0.0,0.15703653788288013,0.14604942518607733,1.9075249859900507,0.32774967504311997,0.0
MM1,compact,4000,100,0.15999548484026416,0.2638162691810918,0.4047477414615214,0.0,0.2387254994197565,0.2498748721727452,2.0859584493630496,0.32208051916583996,0.0
MM1,wide,4000,100,0.15999548484026416,0.7708279436711877,2.168931315777553,0.0,2.425971705834926,1.6082680081241503,7.120763831903901,0.06554563036801998,0.1
