model_id,run_name,selector_metric,trim_frac,dim,M,rep,seed,h,sup_err,ise
gg_1d,gg1_ise_k2,ise,0.05,1,1000,0,3003105692,0.02,0.45340351945675916,0.5415985607920668
gg_1d,gg1_ise_k2,ise,0.05,1,1000,0,3003105692,0.026516504294,0.20797323039377336,0.2265043163770604
gg_1d,gg1_ise_k2,ise,0.05,1,1000,0,3003105692,0.0375,0.23954138702366468,0.15171012099065306
gg_1d,gg1_ise_k2,ise,0.05,1,1000,0,3003105692,0.053033008589,0.29175190597811707,0.17717137259047094
gg_1d,gg1_ise_k2,ise,0.05,1,1000,0,3003105692,0.075,0.36271916903386625,0.269004252142904
gg_1d,gg1_ise_k2,ise,0.05,1,1000,0,3003105692,0.106066017178,0.3493107324521878,0.27597673855025406
gg_1d,gg1_ise_k2,ise,0.05,1,1000,0,3003105692,0.15,0.28907131562334065,0.23630561231189506
gg_1d,gg1_ise_k2,ise,0.05,1,1000,0,3003105692,0.212132034356,0.25326320230283716,0.19152226733459488
gg_1d,gg1_ise_k2,ise,0.05,1,1000,0,3003105692,0.3,0.1893999150058221,0.15779644634846934
gg_1d,gg1_ise_k2,ise,0.05,1,1000,0,3003105692,0.424264068712,0.1178311469520521,0.10651279767247125
gg_1d,gg1_ise_k2,ise,0.05,1,1000,0,3003105692,0.6,0.34564728268838074,0.3037397303750049
gg_1d,gg1_ise_k2,ise,0.05,1,1000,0,3003105692,0.848528137424,0.5407584050024363,0.5451983994979557
gg_1d,gg1_ise_k2,ise,0.05,1,1000,0,3003105692,1.2,0.8788389642802379,1.0650524305234996
gg_1d,gg1_ise_k2,ise,0.05,1,1000,1,976400780,0.02,1.1954522252471058,1.1008934117284015
gg_1d,gg1_ise_k2,ise,0.05,1,1000,1,976400780,0.026516504294,1.1108865838724782,1.026662412533537
gg_1d,gg1_ise_k2,ise,0.05,1,1000,1,976400780,0.0375,0.9143227071984921,0.8559288519752268
gg_1d,gg1_ise_k2,ise,0.05,1,1000,1,976400780,0.053033008589,0.8912583608808324,0.8390449808706651
gg_1d,gg1_ise_k2,ise,0.05,1,1000,1,976400780,0.075,0.5285051195132588,0.5751797332419752
gg_1d,gg1_ise_k2,ise,0.05,1,1000,1,976400780,0.106066017178,0.1711122373858993,0.2555115326347312
gg_1d,gg1_ise_k2,ise,0.05,1,1000,1,976400780,0.15,0.12895117733792094,0.19445345713446013
gg_1d,gg1_ise_k2,ise,0.05,1,1000,1,976400780,0.212132034356,0.10404859235299141,0.15314562085398778
gg_1d,gg1_ise_k2,ise,0.05,1,1000,1,976400780,0.3,0.07805892533834768,0.11446837971725475
gg_1d,gg1_ise_k2,ise,0.05,1,1000,1,976400780,0.424264068712,0.22263616018310595,0.23173124896143188
gg_1d,gg1_ise_k2,ise,0.05,1,1000,1,976400780,0.6,0.44031234207944303,0.42726054259139595
gg_1d,gg1_ise_k2,ise,0.05,1,1000,1,976400780,0.848528137424,0.6717652383002988,0.6824186524040534
gg_1d,gg1_ise_k2,ise,0.05,1,1000,1,976400780,1.2,0.8935359087708639,1.0995293139177689
gg_1d,gg1_ise_k2,ise,0.05,1,1000,2,3387213021,0.02,0.7779533323622791,0.7559434668342624
gg_1d,gg1_ise_k2,ise,0.05,1,1000,2,3387213021,0.026516504294,0.74188760831104,0.5887437368708899
gg_1d,gg1_ise_k2,ise,0.05,1,1000,2,3387213021,0.0375,0.7498849893075779,0.5760421429853451
gg_1d,gg1_ise_k2,ise,0.05,1,1000,2,3387213021,0.053033008589,0.7506888674779777,0.5676104750282763
gg_1d,gg1_ise_k2,ise,0.05,1,1000,2,3387213021,0.075,0.6724234724362468,0.5236926889108467
gg_1d,gg1_ise_k2,ise,0.05,1,1000,2,3387213021,0.106066017178,0.17279181916850783,0.21151664718484292
gg_1d,gg1_ise_k2,ise,0.05,1,1000,2,3387213021,0.15,0.31995364588448005,0.26382922573836626
gg_1d,gg1_ise_k2,ise,0.05,1,1000,2,3387213021,0.212132034356,0.40169771098615437,0.2999313455012852
gg_1d,gg1_ise_k2,ise,0.05,1,1000,2,3387213021,0.3,0.41649057958807045,0.3172050514804011
gg_1d,gg1_ise_k2,ise,0.05,1,1000,2,3387213021,0.424264068712,0.4258611453513059,0.35866977152305274
gg_1d,gg1_ise_k2,ise,0.05,1,1000,2,3387213021,0.6,0.4054425385770233,0.4644247572275412
gg_1d,gg1_ise_k2,ise,0.05,1,1000,2,3387213021,0.848528137424,0.6109854083424482,0.722076705048094
