model_id,dim,M,rep,seed,method,selected_h,ise
gg_1d,1,1000,0,3003105692,oracle,0.424264068712,0.10651279767247125
gg_1d,1,1000,0,3003105692,lepski,0.424264068712,0.10651279767247125
gg_1d,1,1000,1,976400780,oracle,0.3,0.11446837971725475
gg_1d,1,1000,1,976400780,lepski,0.212132034356,0.15314562085398778
gg_1d,1,1000,2,3387213021,oracle,0.106066017178,0.21151664718484292
gg_1d,1,1000,2,3387213021,lepski,0.424264068712,0.35866977152305274
gg_1d,1,1000,3,1360466708,oracle,0.212132034356,0.07815625697383197
gg_1d,1,1000,3,1360466708,lepski,0.3,0.09568841225534565
gg_1d,1,1000,4,876933080,oracle,0.3,0.16950088389686596
gg_1d,1,1000,4,876933080,lepski,0.212132034356,0.3508038258940898
gg_1d,1,1000,5,3424658561,oracle,0.212132034356,0.047953196167578455
gg_1d,1,1000,5,3424658561,lepski,0.6,0.27867360444891504
gg_1d,1,1000,6,2760304911,oracle,0.6,0.08144986996013902
gg_1d,1,1000,6,2760304911,lepski,0.6,0.08144986996013902
gg_1d,1,1000,7,2904491693,oracle,0.424264068712,0.23945891165474245
gg_1d,1,1000,7,2904491693,lepski,0.424264068712,0.23945891165474245
gg_1d,1,1000,8,4245388044,oracle,0.212132034356,0.25658473272959836
gg_1d,1,1000,8,4245388044,lepski,0.6,0.4761970212630096
gg_1d,1,1000,9,1679802727,oracle,0.424264068712,0.1444257987246972
gg_1d,1,1000,9,1679802727,lepski,0.424264068712,0.1444257987246972
gg_1d,1,1000,10,3605303106,oracle,0.15,0.1466244054143253
gg_1d,1,1000,10,3605303106,lepski,0.15,0.1466244054143253
gg_1d,1,1000,11,1429424934,oracle,0.424264068712,0.06054671535335447
gg_1d,1,1000,11,1429424934,lepski,0.6,0.2293508205797688
gg_1d,1,1000,12,2437408156,oracle,0.106066017178,0.05991843172874731
gg_1d,1,1000,12,2437408156,lepski,0.424264068712,0.12013955792241347
gg_1d,1,1000,13,2569716528,oracle,0.3,0.054641735547977605
gg_1d,1,1000,13,2569716528,lepski,0.424264068712,0.0713467541765597
gg_1d,1,1000,14,915442270,oracle,0.424264068712,0.2057448415833407
gg_1d,1,1000,14,915442270,lepski,0.424264068712,0.2057448415833407
gg_1d,1,1000,15,802017219,oracle,0.424264068712,0.1191911240142943
gg_1d,1,1000,15,802017219,lepski,0.3,0.19425746789579704
gg_1d,1,1000,16,984129068,oracle,0.424264068712,0.14444101965512793
gg_1d,1,1000,16,984129068,lepski,0.6,0.2468328324012503
gg_1d,1,1000,17,2889465206,oracle,0.3,0.16293826511788065
gg_1d,1,1000,17,2889465206,lepski,0.3,0.16293826511788065
gg_1d,1,1000,18,2634853374,oracle,0.424264068712,0.048318129621758826
gg_1d,1,1000,18,2634853374,lepski,0.6,0.21255649157595857
gg_1d,1,1000,19,4045012504,oracle,0.424264068712,0.114362556468994
gg_1d,1,1000,19,4045012504,lepski,0.6,0.1927140265833522
gg_1d,1,1000,20,3032918238,oracle,0.424264068712,0.18366473436652395
gg_1d,1,1000,20,3032918238,lepski,0.6,0.20631576998773601
gg_1d,1,1000,21,1066207224,oracle,0.212132034356,0.14780626925816975
gg_1d,1,1000,21,1066207224,lepski,0.6,0.4183802038058853
gg_1d,1,1000,22,3929519758,oracle,0.424264068712,0.17802075286548671
gg_1d,1,1000,22,3929519758,lepski,0.424264068712,0.17802075286548671
gg_1d,1,1000,23,4075413513,oracle,0.424264068712,0.08897708509135874
gg_1d,1,1000,23,4075413513,lepski,0.3,0.12552246109626403
gg_1d,1,1000,24,3145778132,oracle,0.212132034356,0.10293571296711687
gg_1d,1,1000,24,3145778132,lepski,0.424264068712,0.2121382675635328
gg_1d,1,1000,25,2865763038,oracle,0.3,0.19688804411867214
gg_1d,1,1000,25,2865763038,lepski,0.424264068712,0.1989848659712565
gg_1d,1,1000,26,561033802,oracle,0.424264068712,0.16502070099651117
gg_1d,1,1000,26,561033802,lepski,0.6,0.22189736489781853
gg_1d,1,1000,27,411878496,oracle,0.3,0.09916633402660975
gg_1d,1,1000,27,411878496,lepski,0.6,0.2965301806884698
gg_1d,1,1000,28,1143809828,oracle,0.212132034356,0.32506075817638597
gg_1d,1,1000,28,1143809828,lepski,0.424264068712,0.36692259809638295
gg_1d,1,1000,29,1897686915,oracle,0.3,0.30516360556263616
gg_1d,1,1000,29,1897686915,lepski,0.3,0.30516360556263616
gg_1d,1,1000,30,310984977,oracle,0.02,0.2786134184212651
gg_1d,1,1000,30,310984977,lepski,0.6,0.5030996801322737
gg_1d,1,1000,31,3807402261,oracle,0.15,0.10051857631831786
gg_1d,1,1000,31,3807402261,lepski,0.424264068712,0.11838305220692026
gg_1d,1,1000,32,2035922533,oracle,0.075,0.22032170360797002
gg_1d,1,1000,32,2035922533,lepski,0.6,0.40989553934362694
gg_1d,1,1000,33,2995539971,oracle,0.6,0.14970924560558982
gg_1d,1,1000,33,2995539971,lepski,0.3,0.41447548509300175
gg_1d,1,1000,34,913046978,oracle,0.424264068712,0.1328563082812164
gg_1d,1,1000,34,913046978,lepski,0.424264068712,0.1328563082812164
gg_1d,1,1000,35,1402190273,oracle,0.106066017178,0.11385101159246777
gg_1d,1,1000,35,1402190273,lepski,0.6,0.36148448384568516
gg_1d,1,1000,36,498139153,oracle,0.075,0.060673718075210145
gg_1d,1,1000,36,498139153,lepski,0.6,0.4609848556365052
gg_1d,1,1000,37,3152197458,oracle,0.3,0.07905895803821673
gg_1d,1,1000,37,3152197458,lepski,0.6,0.26598752271795223
gg_1d,1,1000,38,3325497001,oracle,0.106066017178,0.13323395754990222
gg_1d,1,1000,38,3325497001,lepski,0.424264068712,0.27272315907307293
gg_1d,1,1000,39,945472433,oracle,0.424264068712,0.14941147195781507
gg_1d,1,1000,39,945472433,lepski,0.6,0.27487002854320464
gg_1d,1,1000,40,3070822591,oracle,0.3,0.1973425820081374
gg_1d,1,1000,40,3070822591,lepski,0.106066017178,0.4546401707043923
gg_1d,1,1000,41,350446006,oracle,0.424264068712,0.39140594487415564
gg_1d,1,1000,41,350446006,lepski,0.3,0.49734303111965955
gg_1d,1,1000,42,1681873724,oracle,0.3,0.22645367930008053
gg_1d,1,1000,42,1681873724,lepski,0.6,0.3441739604077357
gg_1d,1,1000,43,686746376,oracle,0.075,0.23853703463225367
gg_1d,1,1000,43,686746376,lepski,0.6,0.464852745335131
gg_1d,1,1000,44,3195502165,oracle,0.106066017178,0.08014643769406872
gg_1d,1,1000,44,3195502165,lepski,0.424264068712,0.18824507347464126
gg_1d,1,1000,45,1460719170,oracle,0.053033008589,0.08893134757346197
gg_1d,1,1000,45,1460719170,lepski,0.6,0.5053630928288811
gg_1d,1,1000,46,2033282004,oracle,0.424264068712,0.09149797151335709
gg_1d,1,1000,46,2033282004,lepski,0.424264068712,0.09149797151335709
gg_1d,1,1000,47,1997989380,oracle,0.212132034356,0.1436551620507679
gg_1d,1,1000,47,1997989380,lepski,0.6,0.2920360958018166
gg_1d,1,1000,48,2042481486,oracle,0.6,0.10957426381153572
gg_1d,1,1000,48,2042481486,lepski,0.6,0.10957426381153572
gg_1d,1,1000,49,1144269602,oracle,0.424264068712,0.175817723010013
gg_1d,1,1000,49,1144269602,lepski,0.424264068712,0.175817723010013
gg_1d,1,2000,0,2396799522,oracle,0.424264068712,0.39921608463500036
gg_1d,1,2000,0,2396799522,lepski,0.848528137424,0.6762409028274639
gg_1d,1,2000,1,3503732972,oracle,0.424264068712,0.37391998418947175
gg_1d,1,2000,1,3503732972,lepski,0.15,0.6123437732557356
gg_1d,1,2000,2,2141779427,oracle,0.15,0.22213826362930975
gg_1d,1,2000,2,2141779427,lepski,0.424264068712,0.3339747247023842
gg_1d,1,2000,3,830193079,oracle,0.106066017178,0.13569629457519808
gg_1d,1,2000,3,830193079,lepski,0.6,0.28934080370799314
gg_1d,1,2000,4,104832471,oracle,0.3,0.16536047489631092
gg_1d,1,2000,4,104832471,lepski,0.424264068712,0.1702606209408028
gg_1d,1,2000,5,556065447,oracle,0.424264068712,0.12342805077972366
gg_1d,1,2000,5,556065447,lepski,0.6,0.17736566403820986
gg_1d,1,2000,6,349892316,oracle,0.106066017178,0.12304159383979622
gg_1d,1,2000,6,349892316,lepski,0.424264068712,0.29254369704870553
gg_1d,1,2000,7,393697109,oracle,0.212132034356,0.3455653875599795
gg_1d,1,2000,7,393697109,lepski,0.848528137424,0.7359892979243443
gg_1d,1,2000,8,526061820,oracle,0.3,0.07006541412852829
gg_1d,1,2000,8,526061820,lepski,0.424264068712,0.13634070491053196
gg_1d,1,2000,9,2570830042,oracle,0.212132034356,0.058935725330750095
gg_1d,1,2000,9,2570830042,lepski,0.424264068712,0.19146607548960162
gg_1d,1,2000,10,3466446890,oracle,0.212132034356,0.1715454962876307
gg_1d,1,2000,10,3466446890,lepski,0.424264068712,0.2621574062214741
gg_1d,1,2000,11,3671088524,oracle,0.424264068712,0.12971245933462952
gg_1d,1,2000,11,3671088524,lepski,0.424264068712,0.12971245933462952
gg_1d,1,2000,12,2806373941,oracle,0.026516504294,0.1007165742186369
gg_1d,1,2000,12,2806373941,lepski,0.3,0.11442817872254933
gg_1d,1,2000,13,2583943556,oracle,0.424264068712,0.10478170757313969
gg_1d,1,2000,13,2583943556,lepski,0.424264068712,0.10478170757313969
gg_1d,1,2000,14,1424584135,oracle,0.15,0.06547460537428451
gg_1d,1,2000,14,1424584135,lepski,0.3,0.12635190172985372
gg_1d,1,2000,15,4002859530,oracle,0.3,0.06844128673358149
gg_1d,1,2000,15,4002859530,lepski,0.424264068712,0.12416386951955731
gg_1d,1,2000,16,2751328124,oracle,0.3,0.12526719244633408
gg_1d,1,2000,16,2751328124,lepski,0.212132034356,0.18134805848244434
gg_1d,1,2000,17,3112912241,oracle,0.212132034356,0.13963539050669505
gg_1d,1,2000,17,3112912241,lepski,0.6,0.37406247582935903
gg_1d,1,2000,18,3152106376,oracle,0.106066017178,0.06655418552465259
gg_1d,1,2000,18,3152106376,lepski,0.6,0.2588892871411775
gg_1d,1,2000,19,3696039763,oracle,0.3,0.15313771709960047
gg_1d,1,2000,19,3696039763,lepski,0.6,0.33379023840024635
gg_1d,1,2000,20,3017305172,oracle,0.3,0.08518557582001199
gg_1d,1,2000,20,3017305172,lepski,0.6,0.21053370529624568
gg_1d,1,2000,21,3991475463,oracle,0.106066017178,0.08430737108109851
gg_1d,1,2000,21,3991475463,lepski,0.424264068712,0.20730871907055895
gg_1d,1,2000,22,2325576896,oracle,0.424264068712,0.17390966763702945
gg_1d,1,2000,22,2325576896,lepski,0.424264068712,0.17390966763702945
gg_1d,1,2000,23,2345851045,oracle,0.3,0.06108672740145042
gg_1d,1,2000,23,2345851045,lepski,0.3,0.06108672740145042
gg_1d,1,2000,24,1078349150,oracle,0.212132034356,0.10424960613892027
gg_1d,1,2000,24,1078349150,lepski,0.424264068712,0.19898386423520806
gg_1d,1,2000,25,4027274691,oracle,0.075,0.07757362663590198
gg_1d,1,2000,25,4027274691,lepski,0.424264068712,0.27588768570958816
gg_1d,1,2000,26,2374937433,oracle,0.3,0.08313935085885749
gg_1d,1,2000,26,2374937433,lepski,0.424264068712,0.11854652263788186
gg_1d,1,2000,27,2125957013,oracle,0.424264068712,0.11611652874458755
gg_1d,1,2000,27,2125957013,lepski,0.6,0.23601825844054986
gg_1d,1,2000,28,1358653540,oracle,0.15,0.1479579958279307
gg_1d,1,2000,28,1358653540,lepski,0.424264068712,0.21940263550477174
gg_1d,1,2000,29,1175846864,oracle,0.212132034356,0.11463229005218294
gg_1d,1,2000,29,1175846864,lepski,0.3,0.1352403878136047
gg_1d,1,2000,30,2719779336,oracle,0.424264068712,0.15937542161079263
gg_1d,1,2000,30,2719779336,lepski,0.424264068712,0.15937542161079263
gg_1d,1,2000,31,1940374772,oracle,0.3,0.13304146383566504
gg_1d,1,2000,31,1940374772,lepski,0.3,0.13304146383566504
gg_1d,1,2000,32,2439679748,oracle,0.01,0.22390467393992214
gg_1d,1,2000,32,2439679748,lepski,0.424264068712,0.26592563643021977
gg_1d,1,2000,33,2856320425,oracle,0.424264068712,0.14553672544522356
gg_1d,1,2000,33,2856320425,lepski,0.6,0.2764352861002988
gg_1d,1,2000,34,3861219000,oracle,0.15,0.04082281395760648
gg_1d,1,2000,34,3861219000,lepski,0.424264068712,0.2174114740957145
gg_1d,1,2000,35,1421165723,oracle,0.3,0.09164154091742248
gg_1d,1,2000,35,1421165723,lepski,0.424264068712,0.15396750725272063
gg_1d,1,2000,36,2927228676,oracle,0.3,0.13997423668879336
gg_1d,1,2000,36,2927228676,lepski,0.424264068712,0.19095641173717154
gg_1d,1,2000,37,3880305411,oracle,0.3,0.08572905080355724
gg_1d,1,2000,37,3880305411,lepski,0.6,0.21235747965963478
gg_1d,1,2000,38,1970904393,oracle,0.212132034356,0.14355125879215888
gg_1d,1,2000,38,1970904393,lepski,0.424264068712,0.32318378456048613
gg_1d,1,2000,39,1104125174,oracle,0.15,0.10987210392912598
gg_1d,1,2000,39,1104125174,lepski,0.3,0.20967835665283596
gg_1d,1,2000,40,1247132544,oracle,0.424264068712,0.09866167129090274
gg_1d,1,2000,40,1247132544,lepski,0.424264068712,0.09866167129090274
gg_1d,1,2000,41,1459551595,oracle,0.3,0.22403986493610975
gg_1d,1,2000,41,1459551595,lepski,0.424264068712,0.27482344865261776
gg_1d,1,2000,42,2705073331,oracle,0.3,0.06740862927081924
gg_1d,1,2000,42,2705073331,lepski,0.424264068712,0.1636383299339104
gg_1d,1,2000,43,1111766880,oracle,0.3,0.15906869532386866
gg_1d,1,2000,43,1111766880,lepski,0.3,0.15906869532386866
gg_1d,1,2000,44,3603600008,oracle,0.212132034356,0.13537885902596797
gg_1d,1,2000,44,3603600008,lepski,0.424264068712,0.2084463242693647
gg_1d,1,2000,45,1526631005,oracle,0.3,0.07887574789019162
gg_1d,1,2000,45,1526631005,lepski,0.3,0.07887574789019162
gg_1d,1,2000,46,277795965,oracle,0.01875,0.18251582770781954
gg_1d,1,2000,46,277795965,lepski,0.3,0.2802787432779306
gg_1d,1,2000,47,21570758,oracle,0.053033008589,0.0883954493169296
gg_1d,1,2000,47,21570758,lepski,0.3,0.09001725110483173
gg_1d,1,2000,48,107846371,oracle,0.026516504294,0.150862110419563
gg_1d,1,2000,48,107846371,lepski,0.424264068712,0.32807082740772375
gg_1d,1,2000,49,2699835958,oracle,0.424264068712,0.09998798811333934
gg_1d,1,2000,49,2699835958,lepski,0.3,0.13502589131700962
gg_1d,1,4000,0,1489578131,oracle,0.106066017178,0.07734141061017562
gg_1d,1,4000,0,1489578131,lepski,0.424264068712,0.1771980707008841
gg_1d,1,4000,1,1212824492,oracle,0.3,0.08164077507304081
gg_1d,1,4000,1,1212824492,lepski,0.424264068712,0.10377518345685785
gg_1d,1,4000,2,2623924744,oracle,0.212132034356,0.08148108884763966
gg_1d,1,4000,2,2623924744,lepski,0.424264068712,0.17126320698941708
gg_1d,1,4000,3,292434398,oracle,0.15,0.1157706525756567
gg_1d,1,4000,3,292434398,lepski,0.424264068712,0.2681367824034141
gg_1d,1,4000,4,2324790283,oracle,0.212132034356,0.09473250107230528
gg_1d,1,4000,4,2324790283,lepski,0.6,0.25742182199824487
gg_1d,1,4000,5,2649260283,oracle,0.0375,0.15808296917537598
gg_1d,1,4000,5,2649260283,lepski,0.424264068712,0.25566455055319137
gg_1d,1,4000,6,136538205,oracle,0.3,0.05725223946543898
gg_1d,1,4000,6,136538205,lepski,0.424264068712,0.14550562870940936
gg_1d,1,4000,7,757315778,oracle,0.15,0.12405060538816662
gg_1d,1,4000,7,757315778,lepski,0.3,0.17805858102728905
gg_1d,1,4000,8,1676420718,oracle,0.026516504294,0.16735957764679837
gg_1d,1,4000,8,1676420718,lepski,0.3,0.22253935921318868
gg_1d,1,4000,9,1307338167,oracle,0.106066017178,0.11932263174849632
gg_1d,1,4000,9,1307338167,lepski,0.424264068712,0.2914453813174922
gg_1d,1,4000,10,4083072379,oracle,0.15,0.09909820644924676
gg_1d,1,4000,10,4083072379,lepski,0.424264068712,0.2690191755554867
gg_1d,1,4000,11,1893594432,oracle,0.106066017178,0.08251162411691923
gg_1d,1,4000,11,1893594432,lepski,0.3,0.10329561514719032
gg_1d,1,4000,12,2778578552,oracle,0.075,0.04492534477416417
gg_1d,1,4000,12,2778578552,lepski,0.424264068712,0.05302281896144122
gg_1d,1,4000,13,645114141,oracle,0.075,0.04906469940578924
gg_1d,1,4000,13,645114141,lepski,0.424264068712,0.2230925661671585
gg_1d,1,4000,14,3463485388,oracle,0.212132034356,0.04655525500276433
gg_1d,1,4000,14,3463485388,lepski,0.424264068712,0.11478479499390708
gg_1d,1,4000,15,935997338,oracle,0.075,0.10574103246455975
gg_1d,1,4000,15,935997338,lepski,0.6,0.2958173237796056
gg_1d,1,4000,16,3295827970,oracle,0.212132034356,0.10212884345176289
gg_1d,1,4000,16,3295827970,lepski,0.424264068712,0.18354010721258657
gg_1d,1,4000,17,2037245216,oracle,0.3,0.09082242567448047
gg_1d,1,4000,17,2037245216,lepski,0.424264068712,0.18599474899097923
gg_1d,1,4000,18,1746689922,oracle,0.15,0.12536479421586477
gg_1d,1,4000,18,1746689922,lepski,0.3,0.15573369924581787
gg_1d,1,4000,19,2045988652,oracle,0.15,0.10518472084340696
gg_1d,1,4000,19,2045988652,lepski,0.424264068712,0.13782256287185465
gg_1d,1,4000,20,2301477783,oracle,0.3,0.11554208677989548
gg_1d,1,4000,20,2301477783,lepski,0.424264068712,0.14283595562634482
gg_1d,1,4000,21,1096214611,oracle,0.212132034356,0.07173099814189786
gg_1d,1,4000,21,1096214611,lepski,0.424264068712,0.1399650862851366
gg_1d,1,4000,22,521138260,oracle,0.106066017178,0.03906123138993185
gg_1d,1,4000,22,521138260,lepski,0.424264068712,0.26064177135050726
gg_1d,1,4000,23,1278033094,oracle,0.3,0.038554471156958585
gg_1d,1,4000,23,1278033094,lepski,0.424264068712,0.14627691954608307
gg_1d,1,4000,24,4247902114,oracle,0.3,0.24601629132588052
gg_1d,1,4000,24,4247902114,lepski,0.6,0.3764012587157241
gg_1d,1,4000,25,1198584151,oracle,0.3,0.31603169976640594
gg_1d,1,4000,25,1198584151,lepski,0.026516504294,1.3455180477445834
gg_1d,1,4000,26,2867140167,oracle,0.15,0.1087684132501109
gg_1d,1,4000,26,2867140167,lepski,0.3,0.17334888197706744
gg_1d,1,4000,27,1119179194,oracle,0.053033008589,0.04413619089436875
gg_1d,1,4000,27,1119179194,lepski,0.424264068712,0.19403980288798345
gg_1d,1,4000,28,3598884273,oracle,0.053033008589,0.14107783033978818
gg_1d,1,4000,28,3598884273,lepski,0.424264068712,0.26519087103709
gg_1d,1,4000,29,2073445251,oracle,0.15,0.1108538823720925
gg_1d,1,4000,29,2073445251,lepski,0.424264068712,0.31202462503254946
gg_1d,1,4000,30,2436677970,oracle,0.212132034356,0.1728584195774057
gg_1d,1,4000,30,2436677970,lepski,0.424264068712,0.30948028414654677
gg_1d,1,4000,31,910443027,oracle,0.15,0.10394203081321414
gg_1d,1,4000,31,910443027,lepski,0.3,0.14445233530948448
gg_1d,1,4000,32,2609950229,oracle,0.212132034356,0.10551259610384815
gg_1d,1,4000,32,2609950229,lepski,0.3,0.13065396049107394
gg_1d,1,4000,33,2128717202,oracle,0.3,0.03459153575893879
gg_1d,1,4000,33,2128717202,lepski,0.424264068712,0.1377657737443401
gg_1d,1,4000,34,3060671820,oracle,0.3,0.11399986632232204
gg_1d,1,4000,34,3060671820,lepski,0.424264068712,0.268950322125197
gg_1d,1,4000,35,1057684339,oracle,0.3,0.03988110083444128
gg_1d,1,4000,35,1057684339,lepski,0.3,0.03988110083444128
gg_1d,1,4000,36,2615040041,oracle,0.053033008589,0.11909590851061623
gg_1d,1,4000,36,2615040041,lepski,0.424264068712,0.15311708003544622
gg_1d,1,4000,37,3601255569,oracle,0.3,0.07909589441613475
gg_1d,1,4000,37,3601255569,lepski,0.424264068712,0.13118327017334636
gg_1d,1,4000,38,2007284218,oracle,0.3,0.1281920978147065
gg_1d,1,4000,38,2007284218,lepski,0.106066017178,0.22752858041935972
gg_1d,1,4000,39,773654992,oracle,0.212132034356,0.05517035582682018
gg_1d,1,4000,39,773654992,lepski,0.424264068712,0.1447159235444281
gg_1d,1,4000,40,312730420,oracle,0.212132034356,0.11095711236825964
gg_1d,1,4000,40,312730420,lepski,0.3,0.14974664247265349
gg_1d,1,4000,41,3702933075,oracle,0.3,0.0659659951794434
gg_1d,1,4000,41,3702933075,lepski,0.424264068712,0.07263962333766534
gg_1d,1,4000,42,2169113577,oracle,0.3,0.10244581772854375
gg_1d,1,4000,42,2169113577,lepski,0.424264068712,0.17207103105832813
gg_1d,1,4000,43,765790283,oracle,0.0375,0.0540822587191485
gg_1d,1,4000,43,765790283,lepski,0.424264068712,0.18101327028795836
gg_1d,1,4000,44,1261792404,oracle,0.009375,0.18203878102055052
gg_1d,1,4000,44,1261792404,lepski,0.424264068712,0.21806270054039956
gg_1d,1,4000,45,3223507524,oracle,0.212132034356,0.05054180800268839
gg_1d,1,4000,45,3223507524,lepski,0.3,0.1279357390511414
gg_1d,1,4000,46,1591675405,oracle,0.3,0.07749614601015602
gg_1d,1,4000,46,1591675405,lepski,0.424264068712,0.1456928403368434
gg_1d,1,4000,47,2624742147,oracle,0.212132034356,0.1415431286238453
gg_1d,1,4000,47,2624742147,lepski,0.424264068712,0.23603044203129642
gg_1d,1,4000,48,3487970182,oracle,0.053033008589,0.14909584046831062
