model_id,dim,M,rep,seed,h,ise
mm_2d,2,1000,0,3003105692,0.158113883008,1.3616474645721897
mm_2d,2,1000,0,3003105692,0.212132034356,1.5061312416506525
mm_2d,2,1000,0,3003105692,0.3,1.4779489991750117
mm_2d,2,1000,0,3003105692,0.424264068712,1.1828968844052368
mm_2d,2,1000,0,3003105692,0.6,0.9805879420649568
mm_2d,2,1000,0,3003105692,0.848528137424,1.0337817403844685
mm_2d,2,1000,0,3003105692,1.2,1.1602088037047587
mm_2d,2,1000,1,976400780,0.158113883008,1.5800444863648955
mm_2d,2,1000,1,976400780,0.212132034356,0.8063069630311793
mm_2d,2,1000,1,976400780,0.3,0.6480627807776939
mm_2d,2,1000,1,976400780,0.424264068712,0.6825821386414447
mm_2d,2,1000,1,976400780,0.6,0.7172970607047604
mm_2d,2,1000,1,976400780,0.848528137424,0.8151225055152167
mm_2d,2,1000,1,976400780,1.2,1.0350469989332913
mm_2d,2,1000,2,3387213021,0.158113883008,1.0203628498809514
mm_2d,2,1000,2,3387213021,0.212132034356,1.1555888265779242
mm_2d,2,1000,2,3387213021,0.3,1.2991018372351846
mm_2d,2,1000,2,3387213021,0.424264068712,1.0634129074533512
mm_2d,2,1000,2,3387213021,0.6,0.7363623841067416
mm_2d,2,1000,2,3387213021,0.848528137424,0.760049422356085
mm_2d,2,1000,2,3387213021,1.2,1.1136105592421786
mm_2d,2,1000,3,1360466708,0.158113883008,1.6693901408210188
mm_2d,2,1000,3,1360466708,0.212132034356,0.9567414944822483
mm_2d,2,1000,3,1360466708,0.3,0.6363233670570135
mm_2d,2,1000,3,1360466708,0.424264068712,0.5359256464430313
mm_2d,2,1000,3,1360466708,0.6,0.5510488127513088
mm_2d,2,1000,3,1360466708,0.848528137424,0.7645120423500993
mm_2d,2,1000,3,1360466708,1.2,0.9966525868001662
mm_2d,2,1000,4,876933080,0.158113883008,0.8942877021598509
mm_2d,2,1000,4,876933080,0.212132034356,0.7850113681821209
mm_2d,2,1000,4,876933080,0.3,0.6262738183282287
mm_2d,2,1000,4,876933080,0.424264068712,0.5707169266240872
mm_2d,2,1000,4,876933080,0.6,0.5243524531337076
mm_2d,2,1000,4,876933080,0.848528137424,0.5872754826386445
mm_2d,2,1000,4,876933080,1.2,0.7395731794304415
mm_2d,2,1000,5,3424658561,0.158113883008,1.8754722976068063
mm_2d,2,1000,5,3424658561,0.212132034356,1.4083406416288047
mm_2d,2,1000,5,3424658561,0.3,0.8636628347460873
mm_2d,2,1000,5,3424658561,0.424264068712,1.0160980801117543
mm_2d,2,1000,5,3424658561,0.6,0.9999199918095252
mm_2d,2,1000,5,3424658561,0.848528137424,0.9946759777335684
mm_2d,2,1000,5,3424658561,1.2,1.0898806620314545
mm_2d,2,1000,6,2760304911,0.158113883008,1.1067379629058
mm_2d,2,1000,6,2760304911,0.212132034356,0.8970387252814306
mm_2d,2,1000,6,2760304911,0.3,1.0038094579975068
mm_2d,2,1000,6,2760304911,0.424264068712,1.0020423241348473
mm_2d,2,1000,6,2760304911,0.6,0.9411677934852879
mm_2d,2,1000,6,2760304911,0.848528137424,1.0821773234383048
mm_2d,2,1000,6,2760304911,1.2,1.2548312241071293
mm_2d,2,1000,7,2904491693,0.158113883008,0.7956624534794161
mm_2d,2,1000,7,2904491693,0.212132034356,0.6089489406417884
mm_2d,2,1000,7,2904491693,0.3,0.691934912801661
mm_2d,2,1000,7,2904491693,0.424264068712,0.6591321413435525
mm_2d,2,1000,7,2904491693,0.6,0.7220121961464553
mm_2d,2,1000,7,2904491693,0.848528137424,0.8193141061589543
mm_2d,2,1000,7,2904491693,1.2,1.1023146843767915
mm_2d,2,1000,8,4245388044,0.158113883008,2.657720747705994
mm_2d,2,1000,8,4245388044,0.212132034356,2.659791634936351
mm_2d,2,1000,8,4245388044,0.3,1.5821052572420105
mm_2d,2,1000,8,4245388044,0.424264068712,1.2429283663785022
mm_2d,2,1000,8,4245388044,0.6,0.9596116423823446
mm_2d,2,1000,8,4245388044,0.848528137424,0.9586089829550076
mm_2d,2,1000,8,4245388044,1.2,1.1990321340884478
mm_2d,2,1000,9,1679802727,0.158113883008,0.8685858709784849
mm_2d,2,1000,9,1679802727,0.212132034356,0.9846484760606125
mm_2d,2,1000,9,1679802727,0.3,0.8272768909784946
mm_2d,2,1000,9,1679802727,0.424264068712,0.5117148196886614
mm_2d,2,1000,9,1679802727,0.6,0.579569758717458
mm_2d,2,1000,9,1679802727,0.848528137424,0.8089903776858485
mm_2d,2,1000,9,1679802727,1.2,1.0288733332952193
mm_2d,2,2000,0,3605303106,0.111803398875,0.6648319171333597
mm_2d,2,2000,0,3605303106,0.15,0.4158279806365392
mm_2d,2,2000,0,3605303106,0.212132034356,0.5779683006539965
mm_2d,2,2000,0,3605303106,0.3,0.38604083829897484
mm_2d,2,2000,0,3605303106,0.424264068712,0.41649298504265597
mm_2d,2,2000,0,3605303106,0.6,0.4926501327256532
mm_2d,2,2000,0,3605303106,0.848528137424,0.7121878373186882
mm_2d,2,2000,0,3605303106,1.2,0.9073369076399306
mm_2d,2,2000,1,1429424934,0.111803398875,1.1697400745339082
mm_2d,2,2000,1,1429424934,0.15,0.7408749224667742
mm_2d,2,2000,1,1429424934,0.212132034356,0.4441628349760372
mm_2d,2,2000,1,1429424934,0.3,0.28507669480051634
mm_2d,2,2000,1,1429424934,0.424264068712,0.433482788450486
mm_2d,2,2000,1,1429424934,0.6,0.5047237675600582
mm_2d,2,2000,1,1429424934,0.848528137424,0.6784520817817414
mm_2d,2,2000,1,1429424934,1.2,0.9064624267342257
mm_2d,2,2000,2,2437408156,0.111803398875,1.93154024809244
mm_2d,2,2000,2,2437408156,0.15,1.269037244636167
mm_2d,2,2000,2,2437408156,0.212132034356,0.9505215970275777
mm_2d,2,2000,2,2437408156,0.3,0.8146645243725166
mm_2d,2,2000,2,2437408156,0.424264068712,0.6255716980313347
mm_2d,2,2000,2,2437408156,0.6,0.7383443472774631
mm_2d,2,2000,2,2437408156,0.848528137424,0.7801706842931463
mm_2d,2,2000,2,2437408156,1.2,0.899017960990594
mm_2d,2,2000,3,2569716528,0.111803398875,0.9780513814092483
mm_2d,2,2000,3,2569716528,0.15,0.8897078942721294
mm_2d,2,2000,3,2569716528,0.212132034356,0.6794798581085701
mm_2d,2,2000,3,2569716528,0.3,0.5057626967074111
mm_2d,2,2000,3,2569716528,0.424264068712,0.4079967278077165
mm_2d,2,2000,3,2569716528,0.6,0.5349622135430323
mm_2d,2,2000,3,2569716528,0.848528137424,0.751429461707399
mm_2d,2,2000,3,2569716528,1.2,0.9439549135032073
mm_2d,2,2000,4,915442270,0.111803398875,1.5254562552654816
mm_2d,2,2000,4,915442270,0.15,1.5523237422252316
mm_2d,2,2000,4,915442270,0.212132034356,1.4121174917521815
mm_2d,2,2000,4,915442270,0.3,1.0584952539538666
mm_2d,2,2000,4,915442270,0.424264068712,0.7160157145542216
mm_2d,2,2000,4,915442270,0.6,0.5487004020072956
mm_2d,2,2000,4,915442270,0.848528137424,0.6912888015983844
mm_2d,2,2000,4,915442270,1.2,0.8761968509469155
mm_2d,2,2000,5,802017219,0.111803398875,1.8418658584621226
mm_2d,2,2000,5,802017219,0.15,1.6427803590649808
mm_2d,2,2000,5,802017219,0.212132034356,1.5192339823704357
mm_2d,2,2000,5,802017219,0.3,1.3717174162191612
mm_2d,2,2000,5,802017219,0.424264068712,1.1517163141003144
mm_2d,2,2000,5,802017219,0.6,0.8994149368571239
mm_2d,2,2000,5,802017219,0.848528137424,0.892030471373605
mm_2d,2,2000,5,802017219,1.2,1.0475649959357973
mm_2d,2,2000,6,984129068,0.111803398875,0.6203240986510767
mm_2d,2,2000,6,984129068,0.15,0.43796884567593164
mm_2d,2,2000,6,984129068,0.212132034356,0.43889003640857055
mm_2d,2,2000,6,984129068,0.3,0.5717796831933796
mm_2d,2,2000,6,984129068,0.424264068712,0.6248852980200533
mm_2d,2,2000,6,984129068,0.6,0.7219026859985006
mm_2d,2,2000,6,984129068,0.848528137424,0.8374610766428094
mm_2d,2,2000,6,984129068,1.2,1.0358490680575185
mm_2d,2,2000,7,2889465206,0.111803398875,2.165495965393574
mm_2d,2,2000,7,2889465206,0.15,0.8419863142766542
mm_2d,2,2000,7,2889465206,0.212132034356,0.6136653328423376
mm_2d,2,2000,7,2889465206,0.3,0.5200638876027369
mm_2d,2,2000,7,2889465206,0.424264068712,0.41689677831896554
mm_2d,2,2000,7,2889465206,0.6,0.5956884897577338
mm_2d,2,2000,7,2889465206,0.848528137424,0.8008037485793011
mm_2d,2,2000,7,2889465206,1.2,0.9708152141417047
mm_2d,2,2000,8,2634853374,0.111803398875,1.5424241157437062
mm_2d,2,2000,8,2634853374,0.15,1.2328530427252802
mm_2d,2,2000,8,2634853374,0.212132034356,0.818186160498384
mm_2d,2,2000,8,2634853374,0.3,0.5655501351688124
mm_2d,2,2000,8,2634853374,0.424264068712,0.544915681178859
mm_2d,2,2000,8,2634853374,0.6,0.6106024791656802
mm_2d,2,2000,8,2634853374,0.848528137424,0.7984353375656265
mm_2d,2,2000,8,2634853374,1.2,0.9715030467026047
mm_2d,2,2000,9,4045012504,0.111803398875,1.818617301253827
mm_2d,2,2000,9,4045012504,0.15,1.1505995676493963
