M,mean_Z,var_Z,coverage_95,mean_sigma_hat,mean_h,shapiro_W,shapiro_p,anderson_stat,anderson_crit_5pct,anderson_reject_5pct
1000,0.048895741816192856,0.982646273076353,94.0,0.9252869883440795,0.21877616239495534,0.9865998427187462,0.006899932791588189,1.0805059369490664,0.75,1
2000,-0.010722547227767061,1.1052015070942927,94.33333333333334,0.913759894096716,0.18783365134880167,0.996644682470745,0.7846462638770144,0.27990495052677034,0.75,0
4000,0.024292298694708177,1.1411967893571855,93.33333333333333,0.905923089156281,0.1612674808479808,0.9959939130428568,0.6450057578522165,0.385281589114129,0.75,0
8000,-0.04919233532767731,0.9665260784013787,96.0,0.9013084268798393,0.1384586850774637,0.9914734470704712,0.08057095013386495,1.00182439252535,0.75,1
