method,M,mean_ise
lepski,1000,0.21424692364282505
lepski,2000,0.24653668496969763
lepski,4000,0.19027054432556928
oracle,1000,0.13090380574397179
oracle,2000,0.13091625674597002
oracle,4000,0.11242738610334937
