method,metric,slope,intercept,theory_secant,theory_asymptotic
lepski,sup_err,-0.04897898438264237,-1.0743299164699436,-0.34722805831679177,-0.4
oracle,sup_err,-0.14538523174004994,-0.9277716589026598,-0.34722805831679177,-0.4
lepski,ise,-0.08561112641188542,-0.8826711305676701,-0.34722805831679177,-0.4
oracle,ise,-0.10975676886996191,-1.249728731239974,-0.34722805831679177,-0.4
