method,metric,slope,intercept,theory_secant,theory_asymptotic
lepski,sup_err,-0.2737252169706958,1.3961271063586809,-0.2911495306404226,-0.3333333333333333
oracle,sup_err,-0.24343523241768025,0.9091460966829237,-0.2911495306404226,-0.3333333333333333
lepski,ise,-0.338297965191577,2.06918152527153,-0.2911495306404226,-0.3333333333333333
oracle,ise,-0.28630905741735047,1.519711672212653,-0.2911495306404226,-0.3333333333333333
