method,M,mean_ise
lepski,1000,0.48273587102194443
lepski,2000,0.8079776078325225
lepski,4000,0.9491304854504895
oracle,1000,0.21873108893597992
oracle,2000,0.2446733815434426
oracle,4000,0.17064891366612117
