method,M,mean_sup_err
lepski,1000,0.4140801591777109
lepski,2000,0.6727288111969764
lepski,4000,0.7786412040485384
oracle,1000,0.2019591727258375
oracle,2000,0.22784616798975707
oracle,4000,0.1466773747220709
