method,M,mean_ise
lepski,1000,0.2676659264075286
lepski,2000,0.2591171012416955
lepski,4000,0.20820937419139662
oracle,1000,0.13090380574397179
oracle,2000,0.13091625674597002
oracle,4000,0.11242738610334937
