method,M,mean_sup_err
lepski,1000,0.523643010099877
lepski,2000,0.4757768331497787
lepski,4000,0.6406517239304513
lepski,8000,0.36712446195956827
oracle,1000,0.23436230735774116
oracle,2000,0.20278664263794421
oracle,4000,0.1363926121436784
oracle,8000,0.10857630935168233
