method,metric,slope,intercept,theory_secant,theory_asymptotic
lepski,sup_err,-0.11076878046616692,0.17106344606797225,-0.34937943676850713,-0.4
oracle,sup_err,-0.390229074946296,1.2865843139404163,-0.34937943676850713,-0.4
lepski,ise,-0.10830887008978797,0.29432609460548503,-0.34937943676850713,-0.4
oracle,ise,-0.38307969856588864,1.3424717528714245,-0.34937943676850713,-0.4
