method,M,mean_ise
lepski,1000,0.5585509175756027
lepski,2000,1.0841798063394958
lepski,4000,1.128787565747365
oracle,1000,0.21873108893597992
oracle,2000,0.2446733815434426
oracle,4000,0.17064891366612117
