method,M,mean_selected_h,mean_gap_to_oracle,boundary_frequency,mean_f_hat,mean_min_D_hat
lepski,1000,0.20525257018415002,2.678650933448149,0.0,0.3038392526337904,0.24327762245631918
lepski,2000,0.21044686819015,4.900557387086815,0.05,0.29105336204505944,0.18811402997175622
lepski,4000,0.23743039754614997,7.789811145608087,0.05,0.2708049749654103,0.2302629779440434
oracle,1000,0.2488674240492,1.0,0.05,0.3005719059343504,0.29166628836299974
oracle,2000,0.2525825214725,1.0,0.0,0.3053677805300955,0.2886335125739778
oracle,4000,0.19900842119635,1.0,0.0,0.29020899935672595,0.29972923879246954
