method,M,mean_ise
lepski,1000,0.9049201064866879
lepski,2000,0.725861492201033
lepski,4000,0.6742343850167389
oracle,1000,0.7265265509839106
oracle,2000,0.4976643995995498
oracle,4000,0.3808862218956027
