M,mean_Z,var_Z,coverage_95,mean_sigma_hat,mean_h,shapiro_W,shapiro_p,anderson_stat,anderson_crit_5pct,anderson_reject_5pct
4000,-0.0794765780075751,1.0357433207887599,96.0,0.8991555378115453,0.13661726982057026,0.990928204635383,0.4512253091789621,0.35208480645147233,0.748,0
8000,-0.01977852487654129,0.864717282004527,96.0,0.9049467290248011,0.11568003280833442,0.9781449701799997,0.0171766947969823,1.1325113547730155,0.748,1
