method,M,mean_ise
lepski,1000,0.28796282769070536
lepski,2000,0.3126289240587072
lepski,4000,0.28594046818137997
oracle,1000,0.13090380574397179
oracle,2000,0.13091625674597002
oracle,4000,0.11242738610334937
