method,M,mean_sup_err
lepski,1000,0.2954204491321021
lepski,2000,0.3494211806830618
lepski,4000,0.2917266629596746
oracle,1000,0.1438550213110326
oracle,2000,0.13278200173027507
oracle,4000,0.11759649951746012
