method,M,mean_selected_h,mean_gap_to_oracle,boundary_frequency,mean_f_hat,mean_min_D_hat
lepski,1000,0.5648528137424,2.731617042752288,0.0,0.3791402945444652,0.0075433983515800825
lepski,2000,0.5273528137424,3.3986233389321754,0.0,0.3871545649681877,0.00799537968113267
lepski,4000,0.49531222920260004,3.266170971962515,0.0,0.39118581531163127,0.007985339531062778
oracle,1000,0.324099025767,1.0,0.0,0.39261408588943286,0.0061689485016256165
oracle,2000,0.28269960742345,1.0,0.0,0.38416388477404334,0.0065892046602091265
oracle,4000,0.2210844154602,1.0,0.0,0.3952948320704669,0.006430423329813214
