method,metric,slope,intercept,theory_secant,theory_asymptotic
lepski,sup_err,-0.20936773408263434,1.7025356338275182,-0.2911495306404226,-0.3333333333333333
oracle,sup_err,-0.38582814230399737,2.3325257886530966,-0.2911495306404226,-0.3333333333333333
lepski,ise,-0.18801263494870996,1.4372805567921292,-0.2911495306404226,-0.3333333333333333
oracle,ise,-0.3786956096702703,2.334555743556779,-0.2911495306404226,-0.3333333333333333
