method,M,mean_selected_h,mean_gap_to_oracle,boundary_frequency,mean_f_hat,mean_min_D_hat
lepski,1000,0.5307716446627999,1.6605139417447639,0.1,0.33523855943995734,0.006978971136953886
lepski,2000,0.48900900086415,2.3150971968896386,0.15,0.35618815972066054,0.006658619272016213
lepski,4000,0.42131458916130005,2.6770670571649946,0.1,0.37871190986146874,0.007399536169746729
lepski,8000,0.4431891231903,2.7119022493928346,0.05,0.3612353923521842,0.007820774899174768
oracle,1000,0.47685753365979994,1.0,0.1,0.36339423036580276,0.0075247133775931
oracle,2000,0.46145183950939994,1.0,0.0,0.36774070242112555,0.00822711063799461
oracle,4000,0.3533452377916,1.0,0.0,0.4104761354179933,0.007950401562659757
oracle,8000,0.30395183950939997,1.0,0.0,0.4177063930697306,0.008322167677124162
