method,M,mean_sup_err
lepski,1000,1.178172690607972
lepski,2000,1.2355353271560443
lepski,4000,1.0431594814774166
lepski,8000,0.7684646199998822
oracle,1000,0.6990735401919241
oracle,2000,0.5585509448773447
oracle,4000,0.4373552668605539
oracle,8000,0.3110137056295575
