method,M,mean_ise
lepski,1000,0.2227943691196998
lepski,2000,0.25838202588354037
lepski,4000,0.19934005052257686
oracle,1000,0.13090380574397179
oracle,2000,0.13091625674597002
oracle,4000,0.11242738610334937
