method,M,mean_sup_err
lepski,1000,0.23169552009576422
lepski,2000,0.30103745894304773
lepski,4000,0.22189294429831982
oracle,1000,0.1438550213110326
oracle,2000,0.13278200173027507
oracle,4000,0.11759649951746012
