method,metric,slope,intercept,theory_secant,theory_asymptotic
lepski,sup_err,-0.031183177872996525,-1.1524503741545928,-0.34722805831679177,-0.4
oracle,sup_err,-0.14538523174004994,-0.9277716589026598,-0.34722805831679177,-0.4
lepski,ise,-0.08024058570392702,-0.879287544521306,-0.34722805831679177,-0.4
oracle,ise,-0.10975676886996191,-1.249728731239974,-0.34722805831679177,-0.4
