label,setting,M,rep,seed,selected_h,sup_err,ise,boundary,gap_to_oracle,D_hat,var_raw_num,var_raw_den
MM1,wide,4000,68,3152106376,0.848528137424,0.2900720374973886,0.2750159998685753,0.0,1.0895314701963568,0.6226232141926636,0.03252471850598395,0.07897607709280485
MM1,wide,4000,69,3696039763,0.15,2.3406489202507275,1.4068822691153575,0.0,3.357911897089209,0.6471789793592937,0.19370578026474203,0.5406326048878669
MM1,wide,4000,70,3017305172,0.02025,2.7108140724232905,1.6761685058222835,1.0,10.705268409118686,0.642068272355305,1.8406624411499979,4.437398993512516
MM1,wide,4000,71,3991475463,0.026516504294,3.751905793710319,2.805266072135619,0.0,9.000451000964157,0.4468568309923583,0.6773113511444918,1.4344743192012805
MM1,wide,4000,72,2325576896,0.075,0.6390717248231736,0.4524524467982548,0.0,1.3004823037489297,0.6783801935095509,0.41384091421427827,1.3285529826278812
MM1,wide,4000,73,2345851045,0.053033008589,3.2523740473502114,2.2487055885941087,0.0,16.99010935376508,0.6791659781212147,0.6200707378720827,1.9333782398172934
MM1,wide,4000,74,1078349150,0.0375,2.9333385707838056,2.02919324629793,0.0,9.529115933671838,0.6007906381776739,0.7890842407266654,2.0482041157173723
MM1,wide,4000,75,4027274691,0.026516504294,1.946367763737423,1.856366278974408,0.0,4.295670167645171,0.6389140310569187,1.019618454083505,2.961057049041978
MM1,wide,4000,76,2374937433,0.026516504294,2.63491744938282,1.8391143159383423,0.0,7.163910925490555,0.5507075557870128,1.2752875481988741,2.189910861522354
MM1,wide,4000,77,2125957013,0.0375,1.0732742134727624,0.79539648265375,0.0,4.783838901076734,0.5948886759452704,0.5885263299528333,1.7728235295602695
MM1,wide,4000,78,1358653540,0.026516504294,4.868802703203889,3.936794540126745,0.0,5.30745296251559,0.5696001813964582,1.202179161906746,3.7074463314756505
MM1,wide,4000,79,1175846864,0.0375,1.0868991689969687,1.1084429596085883,0.0,3.494142836627005,0.727512161603023,1.088196231008136,3.077752307482018
MM1,wide,4000,80,2719779336,0.212132034356,2.581210159784333,1.7235241986103074,0.0,7.178771443986311,0.6953460495710517,0.16449967058580384,0.43672071736172624
MM1,wide,4000,81,1940374772,0.075,1.5144714756426023,0.7700673587912809,0.0,12.059209063259775,0.6627654958795103,0.4589166156866256,1.2944686358441386
MM1,wide,4000,82,2439679748,0.053033008589,2.7894486132046548,1.84363565680462,0.0,5.9466559834981,0.6687214048707821,0.4601174977752549,1.4619843616953614
MM1,wide,4000,83,2856320425,0.0375,2.415484653716151,1.4756420488493809,0.0,10.663074784246987,0.6425315168593827,0.6829038046793247,2.1908158618902136
MM1,wide,4000,84,3861219000,0.0375,2.1060350294889494,1.3571877581277298,0.0,7.320341806548961,0.5920366354780989,0.7965723774525276,1.9958163400654843
MM1,wide,4000,85,1421165723,0.026516504294,5.438482772608406,4.494499281312823,0.0,20.58471200976384,0.6914811885534924,1.0774308700224635,3.245166599707395
MM1,wide,4000,86,2927228676,0.02025,3.039914702339411,2.673888944257067,1.0,2.62987482063387,0.6313264450146415,1.175928585809384,3.9812811598492654
MM1,wide,4000,87,3880305411,0.075,2.6700238830885032,1.927004552539616,0.0,3.40241932672125,0.661388139961566,0.42412650507394134,1.296088889313872
MM1,wide,4000,88,1970904393,0.053033008589,1.1502177923481227,0.8015398366961725,0.0,3.187012288596166,0.6879427501551488,0.6196014503371071,1.9660972874316203
MM1,wide,4000,89,1104125174,0.075,1.390430656911431,0.7287397475693392,0.0,4.89272367792232,0.6994931964321915,0.4205805342650739,1.3676790572249762
MM1,wide,4000,90,1247132544,0.026516504294,1.42839205585084,1.212529911910278,0.0,2.654007631869097,0.612822052159316,1.1557612641394135,2.730855540250432
MM1,wide,4000,91,1459551595,0.026516504294,2.574016109570972,1.6119649034546364,0.0,9.07961658051545,0.577943286084521,1.1281022645875893,2.8330988162357458
MM1,wide,4000,92,2705073331,0.0375,3.4711091666053875,2.572592130237844,0.0,9.771114709519658,0.625518647060772,0.8048594016749582,2.1170868600706587
MM1,wide,4000,93,1111766880,0.053033008589,1.458455458081397,1.350427500194706,0.0,4.0762814904764095,0.6192601329808108,0.49315314747670574,1.5910258758732518
MM1,wide,4000,94,3603600008,0.053033008589,1.275416657010067,0.6711777952035929,0.0,1.2529106682680766,0.6145384316640436,0.5663864999445796,1.7023237707178458
MM1,wide,4000,95,1526631005,0.0375,2.4364587579537007,1.4782506674785243,0.0,10.838061697109447,0.6564910665851712,0.9279885802933945,2.9127153689857344
MM1,wide,4000,96,277795965,0.053033008589,3.1101415941705497,2.088043873464871,0.0,4.124481373341051,0.6889204781425033,0.6672677094310185,1.8697007267440298
MM1,wide,4000,97,21570758,0.053033008589,1.4793563486618833,0.943298141747528,0.0,5.397825959575205,0.6110784485724424,0.5441707180020997,1.2620826735311166
MM1,wide,4000,98,107846371,0.075,2.335040812812955,1.508054669341218,0.0,7.984904736802086,0.6921890327026511,0.41619895786219063,1.3240937345991144
MM1,wide,4000,99,2699835958,0.0375,2.5240607185037804,1.5872468339485608,0.0,2.81757740072415,0.6917967497122036,0.8456748519401918,2.390010799824478
