label,setting,M,rep,seed,selected_h,sup_err,ise,boundary,gap_to_oracle,D_hat,var_raw_num,var_raw_den
GG1,wide,4000,0,3003105692,0.424264068712,0.1002293640186584,0.1073407252369421,0.0,1.9722646410064053,0.968853443011157,0.0940850666802907,0.38979683256152864
GG1,wide,4000,1,976400780,0.424264068712,0.1652464155900972,0.1516628522377884,0.0,2.4618832485694946,0.9674147589835718,0.0879596356192009,0.376101834934033
GG1,wide,4000,2,3387213021,0.212132034356,0.1330701149007263,0.1059690293601237,0.0,1.0664851388250125,0.97770225131844,0.19758435236816918,0.9471745174624179
GG1,wide,4000,3,1360466708,0.3,0.106715854947883,0.0759405340538155,0.0,1.5979803224720222,0.9765766533546367,0.1367994842723866,0.6190888318326686
GG1,wide,4000,4,876933080,0.424264068712,0.1741646891158659,0.1950963690638337,0.0,3.191312705168234,0.9644944871298778,0.09463115226082706,0.3711221060177723
GG1,wide,4000,5,3424658561,0.424264068712,0.1082557336981535,0.1159464283903307,0.0,2.1267209226697537,0.9713685559862678,0.09599905115641998,0.39098931867992115
GG1,wide,4000,6,2760304911,0.106066017178,0.2689280027976197,0.1983435957717308,0.0,1.2051064403371154,0.9726773211209938,0.4307303753594796,1.9954052509296678
GG1,wide,4000,7,2904491693,0.424264068712,0.2449455716073352,0.2390376848680184,0.0,2.177548409607539,0.9654856432360697,0.09226770437900246,0.3719696703965825
GG1,wide,4000,8,4245388044,0.3,0.0537859830853695,0.063693529211061,0.0,1.0,0.9708844220100036,0.13463448585883753,0.6284739458172198
GG1,wide,4000,9,1679802727,0.424264068712,0.1847238625794647,0.1879889491010045,0.0,1.9772650875716584,0.9645027529295493,0.09547506107111611,0.3936281855830598
GG1,wide,4000,10,3605303106,0.3,0.0970316913706188,0.0977194551934469,0.0,1.0,0.968376996473428,0.136073226913756,0.6087244503850376
GG1,wide,4000,11,1429424934,0.424264068712,0.1589168396338056,0.1573841228356431,0.0,2.0414273452227567,0.9654045716819458,0.09266899652350477,0.3768254038021797
GG1,wide,4000,12,2437408156,0.15,0.0817806514364241,0.0929955807447735,0.0,3.3428992896930927,0.9743380705399359,0.28237908301982656,1.3424311512662637
GG1,wide,4000,13,2569716528,0.424264068712,0.0520644821847482,0.0664127735955127,0.0,1.0,0.9696417291448961,0.09786529315070329,0.4077869846450294
GG1,wide,4000,14,915442270,0.3,0.1476737552828386,0.1374302070065271,0.0,2.907974130303764,0.9668699227503689,0.14131885359487775,0.5911872179040896
GG1,wide,4000,15,802017219,0.424264068712,0.2382967401477733,0.1767473828326589,0.0,1.4719999202299048,0.9668733743222205,0.08879073511649029,0.37943417739624835
GG1,wide,4000,16,984129068,0.424264068712,0.1981458292531135,0.2464728566249095,0.0,2.3874776311437933,0.9612638808940154,0.0919806325763412,0.37317312253536594
GG1,wide,4000,17,2889465206,0.212132034356,0.2479947525392409,0.1999598180711694,0.0,1.9041203718205093,0.9784904110004007,0.17182074667828579,0.9023499762589827
GG1,wide,4000,18,2634853374,0.15,0.1166094912700326,0.1483066037265414,0.0,1.1766282668841874,0.9605207303864167,0.26973500436304,1.304096565808556
GG1,wide,4000,19,4045012504,0.3,0.1404067927214702,0.1460463880209132,0.0,1.0,0.9667588998639511,0.13279113801849274,0.5824957799389606
GG1,wide,4000,20,3032918238,0.424264068712,0.2452800683562932,0.1358852413084388,0.0,1.538894059377096,0.9714589010955939,0.0871839109292453,0.38490485332977614
GG1,wide,4000,21,1066207224,0.3,0.0442662391189196,0.0540457486148967,0.0,1.0,0.9722457077234279,0.12663079547914274,0.6247928708324068
GG1,wide,4000,22,3929519758,0.106066017178,0.2389908999084524,0.2072924536395138,0.0,1.001844349477821,0.9767718563482084,0.4158927547581985,2.0719447400436466
GG1,wide,4000,23,4075413513,0.3,0.1629055644770973,0.1034975873605655,0.0,1.4308678264998551,0.9715204143272451,0.13711713249413937,0.617017212957825
GG1,wide,4000,24,3145778132,0.15,0.2332719407693062,0.1790898774104949,0.0,1.807971374398863,0.967894981210985,0.27906741927914186,1.343842972237333
GG1,wide,4000,25,2865763038,0.424264068712,0.2358255532371753,0.1662436309249551,0.0,1.5361269725187228,0.9683490544105622,0.09650266233061865,0.38874236228129516
GG1,wide,4000,26,561033802,0.424264068712,0.1650902604955635,0.1663584364027674,0.0,2.3685310383071223,0.9669738647302999,0.10223929878225556,0.39551785843762965
GG1,wide,4000,27,411878496,0.424264068712,0.1551562361319547,0.1237180574502244,0.0,1.1097843288763558,0.9673599256157029,0.09346831416466564,0.38214369746255133
GG1,wide,4000,28,1143809828,0.3,0.2437082629239118,0.2104676320549941,0.0,1.2454779760569592,0.9653220804872197,0.13031011891264574,0.5768815496829193
GG1,wide,4000,29,1897686915,0.3,0.0247674787059585,0.0314170531988423,0.0,1.0,0.9724385024174155,0.12321464753299949,0.5814278874630652
GG1,wide,4000,30,310984977,0.424264068712,0.0870841323401863,0.1216195866740933,0.0,3.413101071263484,0.9659229590165467,0.08913728961475291,0.3758463290668161
GG1,wide,4000,31,3807402261,0.424264068712,0.1482704452681327,0.1297077646210587,0.0,1.07685016276715,0.9687389129430435,0.08917373896146,0.3778317009362472
GG1,wide,4000,32,2035922533,0.106066017178,0.1471504260795133,0.1448924881085859,0.0,1.3791541121944808,0.9757401394487073,0.4294601026130204,1.9804904922480757
GG1,wide,4000,33,2995539971,0.212132034356,0.0547237499565222,0.0700673953082448,0.0,1.0,0.9738622912376524,0.19880165145727655,0.9095056456774562
GG1,wide,4000,34,913046978,0.424264068712,0.0839924667739326,0.0978495551183532,0.0,1.0,0.9649841525803279,0.09408423990507665,0.384173762021114
GG1,wide,4000,35,1402190273,0.424264068712,0.1805055597822167,0.2006913474541644,0.0,4.218726341654867,0.9616051112467365,0.09784076423070033,0.38167780861835654
GG1,wide,4000,36,498139153,0.075,0.5619977818583841,0.4599283920271825,0.0,1.8490019461062253,0.9772468687687164,0.5740867584777424,3.069522267991685
GG1,wide,4000,37,3152197458,0.0375,0.2074555518129912,0.2590284039509776,0.0,1.462951907217494,0.9884364731763827,1.3147234260876348,6.347581014725983
GG1,wide,4000,38,3325497001,0.424264068712,0.1006034871280157,0.1153532796099372,0.0,1.3498508327596703,0.966915648304076,0.08404576142988641,0.3644302105021498
GG1,wide,4000,39,945472433,0.424264068712,0.373736942036226,0.2968756953299351,0.0,1.5534479399051726,0.9629483825150592,0.08959675215273202,0.36705475829791284
GG1,wide,4000,40,3070822591,0.212132034356,0.1644465265976866,0.1244714613242348,0.0,1.9337964737273696,0.9720313949024368,0.19210093985672108,0.9332268824903405
GG1,wide,4000,41,350446006,0.424264068712,0.1898112065613388,0.184530194060924,0.0,1.233206491879146,0.9644643211065592,0.09399779917930252,0.37589872313232936
GG1,wide,4000,42,1681873724,0.6,0.322538778753016,0.3795610845448323,0.0,2.269526339704364,0.9548825329981773,0.06801835731356067,0.22711201999033212
GG1,wide,4000,43,686746376,0.6,0.2847879988325914,0.3865666000236791,0.0,1.9043416281692864,0.9511511915239411,0.06679709028780029,0.2297561526394744
GG1,wide,4000,44,3195502165,0.3,0.2062989996270925,0.1748925885737701,0.0,1.5371107789740155,0.9636856067392389,0.13170408738217368,0.5807906238804956
GG1,wide,4000,45,1460719170,0.424264068712,0.1735737638106371,0.1565903491651467,0.0,1.1284763811057683,0.9684619394394205,0.09946366743971774,0.3962035515045984
GG1,wide,4000,46,2033282004,0.3,0.2079246963410344,0.1647299318085181,0.0,1.0355088982167813,0.9662204938752516,0.12595515967031026,0.6028742738879319
GG1,wide,4000,47,1997989380,0.212132034356,0.1666777030166226,0.1460524623512415,0.0,2.578653850533448,0.9773322594918742,0.19479752808328654,0.8964136182230822
GG1,wide,4000,48,2042481486,0.6,0.2055899556967699,0.2149115428703661,0.0,2.597727385305709,0.9594701945934433,0.06264432813890418,0.2295043465195259
GG1,wide,4000,49,1144269602,0.424264068712,0.0837447831478686,0.1271634755031865,0.0,1.42617897878162,0.9626796038984499,0.09758615026225866,0.3935812664653349
GG1,wide,4000,50,2396799522,0.6,0.2504226215853506,0.3046253103190348,0.0,3.0330361740717464,0.9579967765059679,0.0656256901896651,0.22905364801385247
