model_id,dim,M,rep,seed,h,ise
mm_1d,1,1000,23,4075413513,0.212132034356,0.4027977220462108
mm_1d,1,1000,23,4075413513,0.3,0.1521945448524591
mm_1d,1,1000,23,4075413513,0.424264068712,0.18120261841816826
mm_1d,1,1000,23,4075413513,0.6,0.2736471618360637
mm_1d,1,1000,23,4075413513,0.848528137424,0.52081680664938
mm_1d,1,1000,23,4075413513,1.2,0.8399143505713488
mm_1d,1,1000,24,3145778132,0.02,0.4789852408015916
mm_1d,1,1000,24,3145778132,0.026516504294,0.5883952272372243
mm_1d,1,1000,24,3145778132,0.0375,0.5150179989137452
mm_1d,1,1000,24,3145778132,0.053033008589,0.5005424176438465
mm_1d,1,1000,24,3145778132,0.075,0.5538190282148411
mm_1d,1,1000,24,3145778132,0.106066017178,0.5686741703426547
mm_1d,1,1000,24,3145778132,0.15,0.558387410248377
mm_1d,1,1000,24,3145778132,0.212132034356,0.3804246504543973
mm_1d,1,1000,24,3145778132,0.3,0.27159038963982596
mm_1d,1,1000,24,3145778132,0.424264068712,0.27664422651349846
mm_1d,1,1000,24,3145778132,0.6,0.37622403127647625
mm_1d,1,1000,24,3145778132,0.848528137424,0.5887707456928997
mm_1d,1,1000,24,3145778132,1.2,0.8719793332489475
mm_1d,1,1000,25,2865763038,0.02,1.5230928510267079
mm_1d,1,1000,25,2865763038,0.026516504294,1.1671894405760488
mm_1d,1,1000,25,2865763038,0.0375,0.878050442456013
mm_1d,1,1000,25,2865763038,0.053033008589,0.5931064033649892
mm_1d,1,1000,25,2865763038,0.075,0.4664651740858011
mm_1d,1,1000,25,2865763038,0.106066017178,0.34748874107059935
mm_1d,1,1000,25,2865763038,0.15,0.28428511249486244
mm_1d,1,1000,25,2865763038,0.212132034356,0.18359203913833821
mm_1d,1,1000,25,2865763038,0.3,0.2000163707700812
mm_1d,1,1000,25,2865763038,0.424264068712,0.257814642658589
mm_1d,1,1000,25,2865763038,0.6,0.37491676146526115
mm_1d,1,1000,25,2865763038,0.848528137424,0.6520376236617696
mm_1d,1,1000,25,2865763038,1.2,0.9212622864641931
mm_1d,1,1000,26,561033802,0.02,0.5301012560629962
mm_1d,1,1000,26,561033802,0.026516504294,0.6059463122592467
mm_1d,1,1000,26,561033802,0.0375,0.6554660947104043
mm_1d,1,1000,26,561033802,0.053033008589,0.6921595749619455
mm_1d,1,1000,26,561033802,0.075,0.6328432472954545
mm_1d,1,1000,26,561033802,0.106066017178,0.6336599848142281
mm_1d,1,1000,26,561033802,0.15,0.6201710918599341
mm_1d,1,1000,26,561033802,0.212132034356,0.23321302480397071
mm_1d,1,1000,26,561033802,0.3,0.30905777575274745
mm_1d,1,1000,26,561033802,0.424264068712,0.38493202889979383
mm_1d,1,1000,26,561033802,0.6,0.4838278646211542
mm_1d,1,1000,26,561033802,0.848528137424,0.6801656140270582
mm_1d,1,1000,26,561033802,1.2,0.8967212633807042
mm_1d,1,1000,27,411878496,0.02,1.0116479025097425
mm_1d,1,1000,27,411878496,0.026516504294,1.0484523969382145
mm_1d,1,1000,27,411878496,0.0375,0.8039827261812291
mm_1d,1,1000,27,411878496,0.053033008589,0.6489288200362004
mm_1d,1,1000,27,411878496,0.075,0.4919972226245173
mm_1d,1,1000,27,411878496,0.106066017178,0.44577748097596936
mm_1d,1,1000,27,411878496,0.15,0.3390923898885695
