model_id,dim,M,rep,seed,method,selected_h,sup_err,ise,f_hat,min_D_hat,gap_to_oracle,is_grid_boundary
mm_1d,1,1000,10,3605303106,oracle,0.424264068712,0.253661511414831,0.2411419339549102,0.2790540898265837,0.32957004266746087,1.0,0
mm_1d,1,1000,10,3605303106,lepski,0.212132034356,0.4206095820409015,0.4296586242843504,0.2895080036814912,0.26456961601422135,1.658152944429351,0
mm_1d,1,1000,11,1429424934,oracle,0.424264068712,0.1382971820269111,0.14296980806080697,0.2998428823879102,0.29681806935230254,1.0,0
mm_1d,1,1000,11,1429424934,lepski,0.075,0.908016264111049,1.1411806770991006,0.2948433962336613,0.06484987292363578,6.565688836193054,0
mm_1d,1,1000,12,2437408156,oracle,0.15,0.3205753725545084,0.21653372812213695,0.307697257646683,0.28799188684667015,1.0,0
mm_1d,1,1000,12,2437408156,lepski,0.6,0.34308487012158606,0.41897047949386784,0.2963210110918654,0.1913888550400335,1.0702159289021813,0
mm_1d,1,1000,13,2569716528,oracle,0.212132034356,0.16788620143631738,0.2136313425961789,0.3147244869600744,0.3230757031022439,1.0,0
mm_1d,1,1000,13,2569716528,lepski,0.15,0.30126229349278644,0.24408278145998402,0.3070309224746465,0.3144237896838377,1.7944434439244925,0
mm_1d,1,1000,14,915442270,oracle,0.3,0.20573396349624223,0.2512170555836481,0.3216459207972966,0.28143089973305246,1.0,0
mm_1d,1,1000,14,915442270,lepski,0.848528137424,0.5843043728070219,0.5644488655569906,0.2801289056331328,0.2606952619261227,2.8400968069508576,0
mm_1d,1,1000,15,802017219,oracle,0.212132034356,0.18988447663699975,0.21943321713551475,0.26281474789467363,0.2836277626348881,1.0,0
mm_1d,1,1000,15,802017219,lepski,0.3,0.3071647537761285,0.38096389290459665,0.27135277056180895,0.31008317787476525,1.6176401526667832,0
mm_1d,1,1000,16,984129068,oracle,0.424264068712,0.2023771053607345,0.27992747734658574,0.32076410085568646,0.3421609275480708,1.0,0
mm_1d,1,1000,16,984129068,lepski,0.212132034356,0.30307672521551,0.26866712769191065,0.3481462633408629,0.3050270325996721,1.4975840507021767,0
mm_1d,1,1000,17,2889465206,oracle,0.02,0.24510452018511764,0.33933802196064894,0.23426932480655016,0.22980678377069957,1.0,1
mm_1d,1,1000,17,2889465206,lepski,0.3,0.43459622351067484,0.46223582314264616,0.314712816933323,0.32780708071100784,1.7731057068325045,0
mm_1d,1,1000,18,2634853374,oracle,0.212132034356,0.24960200814824463,0.2558765755686334,0.3170645797133191,0.2959526096666683,1.0,0
mm_1d,1,1000,18,2634853374,lepski,0.15,0.3468794727395023,0.3005307400978878,0.3342869044470602,0.2735168534564377,1.3897302962942601,0
mm_1d,1,1000,19,4045012504,oracle,0.106066017178,0.1634967368014094,0.150289776683055,0.3146312031943749,0.2868655813774972,1.0,0
mm_1d,1,1000,19,4045012504,lepski,0.3,0.1749907254865779,0.1944426746438491,0.30578998377457667,0.3042898528394944,1.070301028081861,0
mm_1d,1,2000,0,3032918238,oracle,0.15,0.1116148153311185,0.12768202747141005,0.29655033247725127,0.31235952794403843,1.0,0
mm_1d,1,2000,0,3032918238,lepski,0.424264068712,0.3468122337945123,0.27849746213058235,0.2964123621262336,0.29235470486281845,3.1072240075446342,0
mm_1d,1,2000,1,1066207224,oracle,0.075,0.123507385682676,0.15625346187968336,0.3037987569176988,0.27289026782206843,1.0,0
mm_1d,1,2000,1,1066207224,lepski,0.01875,3.997126951981608,5.462440947346431,0.21829854532448387,8.811362537163141e-05,32.363464985416435,0
mm_1d,1,2000,2,3929519758,oracle,0.15,0.10270740328133576,0.09642629477543843,0.32728331655389287,0.31912105148486736,1.0,0
mm_1d,1,2000,2,3929519758,lepski,0.3,0.17290170923179662,0.22197442662039255,0.30670536144302135,0.25071875923537484,1.6834395935236028,0
mm_1d,1,2000,3,4075413513,oracle,0.424264068712,0.23504536988606262,0.22241511394834057,0.2980964197088869,0.2714642344923277,1.0,0
mm_1d,1,2000,3,4075413513,lepski,0.3,0.4139902518873799,0.3439303888956765,0.3047320881028493,0.1976376126594583,1.7613205998827384,0
mm_1d,1,2000,4,3145778132,oracle,0.424264068712,0.29007186349033365,0.335999771690573,0.26469664598934733,0.3326752818143726,1.0,0
mm_1d,1,2000,4,3145778132,lepski,0.212132034356,0.4263568352897924,0.3848523363219721,0.2588779979910571,0.29181006475428506,1.4698317518961996,0
mm_1d,1,2000,5,2865763038,oracle,0.3,0.18656029773351746,0.2322271648137792,0.31892092426463875,0.2464667772937652,1.0,0
mm_1d,1,2000,5,2865763038,lepski,0.106066017178,0.4273064687836259,0.44175108862708384,0.3537218622845253,0.16251718982674462,2.2904469706303217,0
mm_1d,1,2000,6,561033802,oracle,0.424264068712,0.23323035119183488,0.26679604628786713,0.2971739695234892,0.34401623656848246,1.0,0
mm_1d,1,2000,6,561033802,lepski,0.424264068712,0.23323035119183488,0.26679604628786713,0.2971739695234892,0.34401623656848246,1.0,0
mm_1d,1,2000,7,411878496,oracle,0.15,0.18783778955398234,0.2361499328289218,0.3076699259610438,0.3402331436697824,1.0,0
mm_1d,1,2000,7,411878496,lepski,0.848528137424,0.6814915447453866,0.6487463516880972,0.2657449412141322,0.2947233877432649,3.628085415419213,0
mm_1d,1,2000,8,1143809828,oracle,0.3,0.17709114712607943,0.14007589248872446,0.33520193445398094,0.3041064615210933,1.0,0
mm_1d,1,2000,8,1143809828,lepski,0.15,0.6003676134423257,0.6096902630423823,0.34821735525184966,0.13454817237266967,3.3901616381472532,0
mm_1d,1,2000,9,1897686915,oracle,0.15,0.3575063935420457,0.40431299668381776,0.32835243844735107,0.3343435713093568,1.0,0
mm_1d,1,2000,9,1897686915,lepski,0.01875,1.682914521277704,2.290696354614403,0.288735026864837,0.009557482868554623,4.707369019625041,0
mm_1d,1,2000,10,310984977,oracle,0.3,0.14790239933876012,0.14920073847401788,0.3049802242617251,0.3185836341423868,1.0,0
mm_1d,1,2000,10,310984977,lepski,0.106066017178,0.40583627636620445,0.44771146897661473,0.3015780430075895,0.2190380768544763,2.7439465362334303,0
mm_1d,1,2000,11,3807402261,oracle,0.424264068712,0.2024533131520596,0.25453467893665715,0.32864192185957186,0.22981487351919647,1.0,0
mm_1d,1,2000,11,3807402261,lepski,0.424264068712,0.2024533131520596,0.25453467893665715,0.32864192185957186,0.22981487351919647,1.0,0
mm_1d,1,2000,12,2035922533,oracle,0.424264068712,0.2604254381340543,0.2956569026510835,0.29720653181786283,0.3292529960233868,1.0,0
mm_1d,1,2000,12,2035922533,lepski,0.3,0.2633340103524664,0.2988819194295136,0.3038528120158885,0.3537580185054381,1.0111685411350444,0
mm_1d,1,2000,13,2995539971,oracle,0.3,0.11260811835330092,0.1560530764523381,0.2940293992787085,0.32125502601276074,1.0,0
mm_1d,1,2000,13,2995539971,lepski,0.424264068712,0.1758852704121605,0.20243398412900296,0.2832784905158868,0.33526317150656526,1.5619235361018242,0
mm_1d,1,2000,14,913046978,oracle,0.15,0.24676108059290502,0.24008506456137993,0.29923084577992365,0.3018937514932883,1.0,0
mm_1d,1,2000,14,913046978,lepski,0.15,0.24676108059290502,0.24008506456137993,0.29923084577992365,0.3018937514932883,1.0,0
mm_1d,1,2000,15,1402190273,oracle,0.106066017178,0.3126051172736064,0.31621055533282244,0.26944611892260006,0.2726204117520482,1.0,0
mm_1d,1,2000,15,1402190273,lepski,0.15,0.31550230053996753,0.24155970408686342,0.2760155835270798,0.24181957900560513,1.0092678689703771,0
mm_1d,1,2000,16,498139153,oracle,0.15,0.34407890299382154,0.3971121804466697,0.3089784191147559,0.19407642707785994,1.0,0
mm_1d,1,2000,16,498139153,lepski,0.01875,0.9783204694680018,0.9925610542367737,0.2239584978768722,0.23570472899405462,2.8433026871326925,0
mm_1d,1,2000,17,3152197458,oracle,0.424264068712,0.22906275673695564,0.2554825772862722,0.285222857462771,0.24282432718367697,1.0,0
mm_1d,1,2000,17,3152197458,lepski,0.3,0.36801457224379597,0.32799978280428954,0.28403277000074634,0.19433978583299555,1.6066102472799877,0
mm_1d,1,2000,18,3325497001,oracle,0.15,0.15047731445589935,0.17222601053427855,0.32908367394839444,0.2837137146012677,1.0,0
mm_1d,1,2000,18,3325497001,lepski,0.3,0.216810728722856,0.25063645550462893,0.3164543970201036,0.31463319040481974,1.440820029961374,0
mm_1d,1,2000,19,945472433,oracle,0.075,0.545376101944792,0.43856714332477637,0.3127909538580151,0.20095853575352973,1.0,0
mm_1d,1,2000,19,945472433,lepski,0.013258252147,2.456646237213224,3.380478991519303,0.3738802944287855,0.0017888571150022673,4.504499240896163,0
mm_1d,1,4000,0,3070822591,oracle,0.053033008589,0.0739188712788097,0.07693023210852544,0.25744141683197663,0.2881022545851196,1.0,0
mm_1d,1,4000,0,3070822591,lepski,0.0375,0.34199457327118243,0.37687680873079904,0.2580536250620858,0.19429073645130499,4.626620609251943,0
mm_1d,1,4000,1,350446006,oracle,0.3,0.11723846279515993,0.13898462330474382,0.29284875527602156,0.3342339682680193,1.0,0
mm_1d,1,4000,1,350446006,lepski,0.0375,0.27188435551767487,0.2361405855820988,0.2540338151004001,0.2401990917627815,2.3190713101784146,0
mm_1d,1,4000,2,1681873724,oracle,0.212132034356,0.12846042991029843,0.16810394505519577,0.2915000254810311,0.256579076524321,1.0,0
mm_1d,1,4000,2,1681873724,lepski,0.3,0.1590239043316044,0.16041285296061425,0.2980813489300448,0.26864040881304746,1.2379213150901633,0
mm_1d,1,4000,3,686746376,oracle,0.15,0.12347636425160655,0.18370535282867292,0.2903776133452467,0.319962144387205,1.0,0
mm_1d,1,4000,3,686746376,lepski,0.01875,0.9116194659282661,1.17862914198465,0.2299191493745911,0.06493445709163873,7.3829471045217065,0
mm_1d,1,4000,4,3195502165,oracle,0.3,0.1518983480856717,0.21148517691898613,0.27585932085058235,0.3369220076526401,1.0,0
mm_1d,1,4000,4,3195502165,lepski,0.212132034356,0.1962781396073512,0.22453252871219218,0.27304487143375045,0.30199996216194125,1.2921677034739638,0
mm_1d,1,4000,5,1460719170,oracle,0.053033008589,0.10680750887505208,0.10104960072240865,0.32729731309804405,0.288271318560063,1.0,0
mm_1d,1,4000,5,1460719170,lepski,0.6,0.3654763399764831,0.37657196308341506,0.29137382507696946,0.3101721253550512,3.4218225275156704,0
mm_1d,1,4000,6,2033282004,oracle,0.106066017178,0.13083070030513178,0.13759164567074034,0.30895525328012785,0.2763902938640692,1.0,0
mm_1d,1,4000,6,2033282004,lepski,0.3,0.1369814789562218,0.19109965785753805,0.30202668311779207,0.3341725595419509,1.047013267044698,0
mm_1d,1,4000,7,1997989380,oracle,0.6,0.3998771182938403,0.5289387903136412,0.281121633866633,0.42378889584974416,1.0,0
mm_1d,1,4000,7,1997989380,lepski,0.3,0.45467230378584733,0.4288003710486579,0.29190370629892987,0.32421907717648435,1.1370300599489218,0
mm_1d,1,4000,8,2042481486,oracle,0.212132034356,0.13251305266782376,0.15783914081112188,0.29206201684169214,0.2521172249130177,1.0,0
mm_1d,1,4000,8,2042481486,lepski,0.15,0.23208762601406852,0.21732460002486242,0.2897681646645024,0.2381126911160526,1.7514321898224825,0
mm_1d,1,4000,9,1144269602,oracle,0.0375,0.22213489037319345,0.16731899364877809,0.29301473177241777,0.2741339511700652,1.0,0
mm_1d,1,4000,9,1144269602,lepski,0.3,0.43033057417939835,0.3710731075333034,0.3103494306480122,0.33828749850871476,1.9372489096891972,0
mm_1d,1,4000,10,2396799522,oracle,0.212132034356,0.09739372989164541,0.098534335954979,0.29851245250275943,0.3164149904461917,1.0,0
mm_1d,1,4000,10,2396799522,lepski,0.212132034356,0.09739372989164541,0.098534335954979,0.29851245250275943,0.3164149904461917,1.0,0
mm_1d,1,4000,11,3503732972,oracle,0.013258252147,0.15965210255656587,0.17272932597896876,0.3508655767509747,0.29661143170532683,1.0,0
mm_1d,1,4000,11,3503732972,lepski,0.424264068712,0.34754513954915467,0.38396509283141095,0.29301891999090035,0.38246742418799956,2.176890463600484,0
mm_1d,1,4000,12,2141779427,oracle,0.01875,0.19691766932457208,0.19263094128367267,0.21424932197640828,0.29338280173582826,1.0,0
mm_1d,1,4000,12,2141779427,lepski,0.212132034356,0.45095353429066565,0.3802099808624105,0.28602058008971026,0.20962473673524137,2.2900613024592307,0
mm_1d,1,4000,13,830193079,oracle,0.3,0.1765128816425538,0.1964359334971207,0.31356271587160284,0.2506478871126943,1.0,0
mm_1d,1,4000,13,830193079,lepski,0.15,0.22415134737454334,0.21357449420671124,0.31792983738903413,0.23092233229011147,1.269886624073474,0
mm_1d,1,4000,14,104832471,oracle,0.212132034356,0.10474404351339027,0.13082050898848294,0.28011603369640503,0.2978648924839434,1.0,0
mm_1d,1,4000,14,104832471,lepski,0.005,4.964689926745031,6.3944360003560465,0.22172869324835154,1.8464558874614442e-05,47.398303141794926,1
mm_1d,1,4000,15,556065447,oracle,0.3,0.12857328469762797,0.14385121571697487,0.3047138502163311,0.2723922915360024,1.0,0
mm_1d,1,4000,15,556065447,lepski,0.006629126074,4.977580646461652,6.3822866707540795,0.2196124388604967,1.9862783684027676e-05,38.713957243665895,0
mm_1d,1,4000,16,349892316,oracle,0.3,0.1863961742196485,0.225020659368076,0.30719834459329365,0.2783483143403095,1.0,0
mm_1d,1,4000,16,349892316,lepski,0.424264068712,0.29975293827264937,0.30828997011985493,0.3008736782222172,0.27646709379889906,1.6081496282183438,0
mm_1d,1,4000,17,393697109,oracle,0.15,0.08084888463130213,0.11696220312809767,0.24846772476519674,0.31659326623726153,1.0,0
mm_1d,1,4000,17,393697109,lepski,0.212132034356,0.10860268438811316,0.1413857635357354,0.2581901427411553,0.3248816187094666,1.3432799337106207,0
mm_1d,1,4000,18,526061820,oracle,0.15,0.07113244900252766,0.06388440685806197,0.27481699267128457,0.29914649577803387,1.0,0
mm_1d,1,4000,18,526061820,lepski,0.6,0.3958475161994639,0.38592173475796665,0.2776605516744289,0.32944857700399877,5.564935859095722,0
mm_1d,1,4000,19,2570830042,oracle,0.3,0.14422052812499656,0.20016124116517425,0.30119889344649015,0.3226812686995342,1.0,0
mm_1d,1,4000,19,2570830042,lepski,0.424264068712,0.20630967014919954,0.2575843151903045,0.2959076715489819,0.3162080659346326,1.4305152867724216,0
