method,metric,slope,intercept,theory_secant,theory_asymptotic
lepski,sup_err,-0.33028512726222753,0.9530139617033859,-0.34937943676850713,-0.4
oracle,sup_err,-0.33365819579442874,0.4744383623854431,-0.34937943676850713,-0.4
lepski,ise,-0.3427008558613974,1.0051166797024225,-0.34937943676850713,-0.4
oracle,ise,-0.3358358228222287,0.49160351489400284,-0.34937943676850713,-0.4
