model_id,alpha,tag,score,mean_abs_mean_Z,mean_abs_var_minus_1,mean_abs_cov_minus_95
gg_1d,0.22,clt_fast_screen_20260417_075529_0p22,0.13321183664557412,0.04765840843619535,0.05222009487604451,0.3333333333333428
mm_1d,0.28,clt_fast_screen_20260417_075529_0p28,0.17789845452273556,0.0583064452791128,0.052925342576955636,0.6666666666666714
