label,model_id,run_name,selector_metric,trim_frac,dim,M,rep,seed,h,sup_err,ise,Mh_to_d,f_hat,f_floor_hit,n_kernel_positive,p_kernel_positive,sum_kernel_weights,kernel_weight_ess,min_g1_hat,median_g1_hat,max_g1_hat,min_D_hat,q01_D_hat,median_D_hat,max_D_hat,n_D_floor_grid,p_D_floor_grid
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,39,1897483664,0.075,0.1565605224532444,0.1133069409284427,600.0,0.3055246532882056,0,353,0.044125,2444.197226305645,300.67891718302883,0.0836821818358504,0.226727915686271,0.3226255508464636,0.2738966591900913,0.3006223557476686,0.7420936845721432,1.0559722345617937,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,39,1897483664,0.106066017178,0.1900083210107466,0.1366164156719187,848.528137424,0.3026968172473812,0,510,0.06375,2421.5745379790496,425.7369624026294,0.0836481943697848,0.2252016488331213,0.329423464529706,0.2763431579177217,0.3004231945540417,0.7439841980534391,1.0882951050670688,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,39,1897483664,0.15,0.1951946581189161,0.1451296416416638,1200.0,0.3006962656360357,0,706,0.08825,2405.5701250882853,598.9431238622985,0.0851100841038288,0.2242242699715168,0.3350865637277901,0.2830433691080372,0.3015233168950174,0.7456835870483307,1.1143688898796655,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,39,1897483664,0.212132034356,0.1852626054928752,0.1411711722373386,1697.056274848,0.2968893445822677,0,1007,0.125875,2375.114756658141,834.796565968152,0.0849322256051186,0.2214203709442214,0.3306427180514406,0.286073674097738,0.3107178813837259,0.7458010029149635,1.1136900804461842,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,39,1897483664,0.3,0.1387571271082326,0.1495361328001995,2400.0,0.2975883585339082,0,1421,0.177625,2380.7068682712656,1189.370958550075,0.0902230344548775,0.2216760856055791,0.3352312048336043,0.3031806583408311,0.3292313678574801,0.7449084591133986,1.1264930069346344,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,39,1897483664,0.424264068712,0.2694499922041076,0.2395986228547159,3394.112549696,0.2941267510291321,0,1960,0.245,2353.014008233057,1652.8154276703704,0.0952972873885116,0.2193282001184084,0.3328141810386397,0.3240007481640892,0.3545309339193195,0.745692798601256,1.131533190619835,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,39,1897483664,0.6,0.4500047357163739,0.4087458166922226,4800.0,0.2885103452447086,0,2697,0.337125,2308.082761957669,2282.775248166338,0.0974301574941111,0.2162504966167856,0.3178802358404377,0.3377007414117954,0.3684177189445816,0.7495415682004968,1.1017983967639635,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,39,1897483664,0.848528137424,0.675047035817891,0.6640894371655339,6788.225099392,0.2726661980019408,0,3418,0.42725,2181.329584015527,2986.248892220655,0.1041243779773824,0.2082969279032012,0.2925923601464529,0.381874903234765,0.4133558885485061,0.7639264765107355,1.0730789598803523,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,39,1897483664,1.2,0.919870290345152,0.9162326043964312,9600.0,0.2431790604398692,0,4015,0.501875,1945.4324835189536,3643.084407282733,0.1030088141193437,0.1900150011626617,0.2553497386287914,0.4235924504890284,0.4555920535307308,0.78137895926959,1.0500482161864904,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,40,2500809667,0.010125,0.3301043066879088,0.3475409335191315,81.0,0.2871491469267041,0,42,0.00525,2297.193175413633,37.23790395152292,0.0577367937858369,0.2071281268403023,0.2532021368976767,0.2010690068341887,0.2222009990450664,0.7213259348222008,0.8817791715825903,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,40,2500809667,0.013258252147,0.3306824139226014,0.2819610963003371,106.066017176,0.2835670342047367,0,60,0.0075,2268.536273637894,49.43269853753668,0.0602148058267918,0.2051288052393284,0.2621168207958005,0.2123476940669925,0.2346716313809615,0.7233873493603087,0.9243557578225085,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,40,2500809667,0.01875,0.3752559049051736,0.2875536432309342,150.0,0.2913949968729831,0,89,0.011125,2331.159974983865,73.46820875804771,0.061576036706505,0.2107088758865015,0.2775294995079119,0.2113146669204674,0.2339457518593486,0.7231039590509782,0.952416831057964,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,40,2500809667,0.026516504294,0.2583315808104474,0.1964049980077479,212.132034352,0.3016159572193417,0,135,0.016875,2412.927657754733,108.73204820992994,0.0743288777000054,0.2194376231436935,0.2974459301105168,0.2464354949428349,0.2715623136103943,0.7275398329940275,0.9861743816631282,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,40,2500809667,0.0375,0.2295415676272142,0.1891248704543622,300.0,0.3095726073921422,0,186,0.02325,2476.580859137138,156.31513565830002,0.0902110426296878,0.2252981199464055,0.3011743457264999,0.2914051194310471,0.3184199361586284,0.7277714971112275,0.9728714315636976,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,40,2500809667,0.053033008589,0.1938111241470445,0.1707081526034277,424.264068712,0.3098834364355249,0,259,0.032375,2479.0674914842,219.26370318786067,0.0943636042930333,0.2275371155630766,0.3107704353190363,0.3045132239995241,0.3221217326319114,0.734266788119921,1.0028623630024058,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,40,2500809667,0.075,0.1830952356060149,0.1539388746362369,600.0,0.307221429105902,0,371,0.046375,2457.771432847216,306.80536057656315,0.0877179695394849,0.2248887177072883,0.3029665100918505,0.2855203486122959,0.312217737392788,0.7320085658144866,0.9861503182690268,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,40,2500809667,0.106066017178,0.183504961540568,0.1531701788405034,848.528137424,0.312986176373692,0,539,0.067375,2503.8894109895364,446.447585568922,0.088227033299618,0.2276805492271287,0.3044013666299998,0.2818879553142908,0.3079778633374421,0.7274460229045004,0.9725712814439372,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,40,2500809667,0.15,0.1617464670862191,0.1448943782208791,1200.0,0.3185588510047822,0,781,0.097625,2548.470808038258,643.7322022253752,0.0893694813339088,0.2320776505135814,0.3099528543826381,0.2805430803508492,0.3064159762170451,0.7285236300343684,0.9729845942280382,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,40,2500809667,0.212132034356,0.1557626864514595,0.1512642429906962,1697.056274848,0.3203949103760919,0,1078,0.13475,2563.159283008736,908.9499588311974,0.0887610337603,0.2329399910037887,0.308953773710317,0.2770363413579475,0.3025764860339716,0.7270402352220724,0.964290516811441,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,40,2500809667,0.3,0.1472926126053687,0.1878609686647918,2400.0,0.3143104570774008,0,1482,0.18525,2514.483656619206,1246.8150631707656,0.0979070095473949,0.2308339095441332,0.3126646002295353,0.3114977797995589,0.3387392794860402,0.7344137121320435,0.9947635950035852,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,40,2500809667,0.424264068712,0.2229525332423509,0.2654495214601632,3394.112549696,0.307547862143099,0,2035,0.254375,2460.382897144792,1718.797174790765,0.1024291257990801,0.2273908135816582,0.3120791084839029,0.3330510089887111,0.3615030746339034,0.7393672386376581,1.0147334672048398,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,40,2500809667,0.6,0.3846350688872479,0.4097679330354347,4800.0,0.2953281645510855,0,2697,0.337125,2362.6253164086847,2309.239963069455,0.1036179352344071,0.2199908454595902,0.3030670972573436,0.3508569370344743,0.3803732391374239,0.7449030328481807,1.0262045197010643,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,40,2500809667,0.848528137424,0.6317917636958352,0.6364432602984653,6788.225099392,0.2754648173920339,0,3419,0.427375,2203.7185391362714,2992.9248666885464,0.1009151904372711,0.20626218738567,0.2786416815464659,0.3663451158397897,0.3962228633507149,0.7487786982688369,1.011532740131785,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,40,2500809667,1.2,0.9192852163733234,0.8900331261012182,9600.0,0.2444772866065399,0,4024,0.503,1955.8182928523197,3650.198108501993,0.0937576901833069,0.1859157519327621,0.2381207123863386,0.3835026618820418,0.4129727621736905,0.7604622683495899,0.9739993260378764,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,41,1626716692,0.010125,0.8007315792284277,0.659302056743537,81.0,0.2891935864791695,0,51,0.006375,2313.548691833356,41.05863230350589,0.0743006766537848,0.2297937982807915,0.5570024177464759,0.2569236668017764,0.2777609116779048,0.7946019864356275,1.9260538400169416,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,41,1626716692,0.013258252147,0.6327543529236969,0.5249612905528038,106.066017176,0.3023174296928206,0,67,0.008375,2418.539437542565,55.23369913324399,0.0852821308501077,0.221591254131548,0.5194349639655881,0.2820946544060042,0.3048976847828068,0.7329754501971751,1.718177362427885,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,41,1626716692,0.01875,0.5438852066563424,0.4508984442313528,150.0,0.2996281120148427,0,87,0.010875,2397.0248961187417,74.56938777119885,0.0826778856223778,0.2172311803340128,0.4844695834992257,0.2759350084556894,0.2986747258306435,0.7250026670503193,1.6169029676201625,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,41,1626716692,0.026516504294,0.4290347013729547,0.3647526567224487,212.132034352,0.2889448444048574,0,117,0.014625,2311.55875523886,100.11097814848412,0.0843069387076726,0.2118770806120281,0.4202030191805885,0.2917751963400504,0.3149080195264578,0.7332786333268323,1.454267232371233,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,41,1626716692,0.0375,0.3462261771122885,0.3163442199764702,300.0,0.2832443021301156,0,165,0.020625,2265.9544170409254,140.03163986943886,0.0871254869997097,0.2095100626473807,0.3812096841817756,0.3075983747757312,0.331364308132534,0.7396797078415256,1.3458688535476946,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,41,1626716692,0.053033008589,0.260389499801652,0.2516202782776535,424.264068712,0.27667516328719,0,233,0.029125,2213.40130629752,193.51391988725328,0.085941854826091,0.2063805763471738,0.3537548412451843,0.310623670751693,0.3276990336647842,0.7459309823663136,1.2785926898613065,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,41,1626716692,0.075,0.2218317511176311,0.2110966409493454,600.0,0.2733270802156918,0,330,0.04125,2186.616641725535,271.8369026250476,0.0857893366866236,0.2044828936318652,0.3325358213431075,0.3138706074016681,0.3293706542355504,0.7481252624895444,1.2166223013127422,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,41,1626716692,0.106066017178,0.1927785601320619,0.1988302934944577,848.528137424,0.2830481478479529,0,492,0.0615,2264.385182783624,407.4729700112651,0.0890207673359514,0.2123717134934937,0.3503202081453197,0.314507506983481,0.3280359447475665,0.7503024312583562,1.2376700247249235,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,41,1626716692,0.15,0.1821499792821601,0.1776783151317205,1200.0,0.2832735742493672,0,677,0.084625,2266.188593994938,567.8801345423354,0.088450001006559,0.2126205049031959,0.3490813498980649,0.3122423305489697,0.3348396262235223,0.7505836203274825,1.2323117354771915,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,41,1626716692,0.212132034356,0.1433463438131461,0.1521372115145195,1697.056274848,0.2816171681843769,0,954,0.11925,2252.937345475015,795.5973590943688,0.0895233698026195,0.211597494699825,0.3329218813052362,0.3178903132212732,0.3302406331677343,0.7513657496949568,1.1821789255663198,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,41,1626716692,0.3,0.1298385015500636,0.150116494619723,2400.0,0.2822206845810699,0,1369,0.171125,2257.76547664856,1130.20210253938,0.0888842424078456,0.2112281600699416,0.3212175245531535,0.3149458819426575,0.3318025536531854,0.7484503142761842,1.1381785322715474,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,41,1626716692,0.424264068712,0.2218048738680638,0.2218615656335499,3394.112549696,0.2801924622060849,0,1865,0.233125,2241.5396976486795,1577.6178477137632,0.0931602694175672,0.2097792407346103,0.3190554300748077,0.3324867081864849,0.3585607584968695,0.7486969459596495,1.138700975617747,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,41,1626716692,0.6,0.405030956637723,0.4016929049395671,4800.0,0.2760258161245948,0,2599,0.324875,2208.2065289967586,2191.9042425252583,0.0977789063409605,0.207687413244402,0.3058470813500236,0.3542382655136297,0.3855706092068641,0.7524202488025771,1.1080379568988137,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,41,1626716692,0.848528137424,0.6604888027494564,0.6922632493173623,6788.225099392,0.263479632392684,0,3330,0.41625,2107.8370591414723,2902.0598042765505,0.1115625467864796,0.2030609440142031,0.2926273545932134,0.4234200031834317,0.456707816934811,0.7706893400836607,1.1106260925591709,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,41,1626716692,1.2,0.9294608875110556,0.9696862521397108,9600.0,0.237737599377684,0,3957,0.494625,1901.900795021472,3584.936807956621,0.1146327442923685,0.1894634502621584,0.2629509793676208,0.482181802930786,0.5167522165264588,0.7969435661759403,1.1060555000804957,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,42,2033062299,0.010125,0.3588383742873651,0.2456692897483225,81.0,0.2929201788535575,0,45,0.005625,2343.3614308284605,39.145341731251214,0.0686767961718184,0.2139920991024677,0.2956865099053213,0.2344556678908511,0.2593896221954235,0.7305474820478344,1.0094439757021545,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,42,2033062299,0.013258252147,0.266328073883169,0.2177265359002094,106.066017176,0.276521782256769,0,56,0.007,2212.174258054152,47.32559062841456,0.0685761514599959,0.2006042668363687,0.2692888964154638,0.2479954776087706,0.2733586644060807,0.7254555688133613,0.973843341445742,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,42,2033062299,0.01875,0.164330959723042,0.1439849526220603,150.0,0.2624876310593029,0,75,0.009375,2099.9010484744235,63.54565957853851,0.0738363850796884,0.1928205996644753,0.2663842960563983,0.2812947215139706,0.3081541479496029,0.7345892790693519,1.014845137583702,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,42,2033062299,0.026516504294,0.2520371727763495,0.2091931875284473,212.132034352,0.2642573324937787,0,116,0.0145,2114.0586599502294,93.92670319988169,0.0664085242512586,0.1893671793594839,0.2415472988581327,0.2513024846825096,0.2758037877269765,0.7166014186718626,0.9140609139533312,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,42,2033062299,0.0375,0.3225051562436007,0.2678308395168827,300.0,0.262904675976712,0,153,0.019125,2103.2374078136963,130.77964614606717,0.060916498677436,0.1846653977905294,0.2263328878147468,0.2317056493998304,0.2545412948485179,0.7024043870824381,0.8608933522155966,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,42,2033062299,0.053033008589,0.3243056184878375,0.2562881373979643,424.264068712,0.2682545808581064,0,230,0.02875,2146.036646864852,191.9117425435205,0.0718951731639921,0.1907528023610627,0.2372046061126316,0.2680109802189033,0.2925851931736289,0.7110887044346939,0.8842518377648927,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,42,2033062299,0.075,0.2491558417006979,0.2042185049153022,600.0,0.2692912813489718,0,322,0.04025,2154.3302507917742,270.0838724233972,0.0774260368632908,0.194952713869937,0.2522062264982901,0.2875178003366372,0.3135720266817993,0.7239473661878411,0.9365554845849564,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,42,2033062299,0.106066017178,0.1409650996073434,0.122264495700075,848.528137424,0.2743560840204389,0,482,0.06025,2194.848672163511,392.1879354474504,0.0762885381014771,0.2007170185172283,0.2686672097330069,0.2780639560950792,0.3040790201386051,0.7315931018401451,0.9792646322834666,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,42,2033062299,0.15,0.1069130808704203,0.11064571315561,1200.0,0.2789160667070802,0,667,0.083375,2231.328533656642,562.0507123407966,0.0770150807843463,0.2048627358554679,0.2789649490895726,0.2761227837951271,0.3023232285356441,0.7344960018764939,1.0001752583960812,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,42,2033062299,0.212132034356,0.1100742466457567,0.1008611820278128,1697.056274848,0.2812409815018297,0,975,0.121875,2249.9278520146377,800.8678111126167,0.0793167899443891,0.2074368793820231,0.2910404863200891,0.2820242964621893,0.3089765517599093,0.7375769998892341,1.034843801091612,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,42,2033062299,0.3,0.0980301200384081,0.1213054292135294,2400.0,0.2849912826430616,0,1375,0.171875,2279.9302611444928,1147.423836798501,0.0827960173492673,0.21096322700661,0.2986758849871271,0.2905212278123099,0.3181299367382381,0.740244491165127,1.0480176173009643,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,42,2033062299,0.424264068712,0.1933841737040853,0.207646870249312,3394.112549696,0.2846052270106206,0,1918,0.23975,2276.841816084965,1608.9186853860815,0.0816810583476832,0.2092034170206704,0.2909040417582583,0.2869977449312101,0.3140681562103312,0.7350652664325928,1.0221317605927267,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,42,2033062299,0.6,0.3882028132711457,0.3750192316375623,4800.0,0.2824646455697729,0,2648,0.331,2259.7171645581834,2247.056593300458,0.0827777919051881,0.2076414967467836,0.2839595317221376,0.2930554078306442,0.3201868503681388,0.7351061451529273,1.005292294720103,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,42,2033062299,0.848528137424,0.6328605458292862,0.6499273623700288,6788.225099392,0.2683851083839416,0,3365,0.420625,2147.080867071533,2948.103405837231,0.0992560342565595,0.2011859620701957,0.2691865417208942,0.369826906024039,0.3982588830626805,0.7496167104114684,1.0029861319123787,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,42,2033062299,1.2,0.9205933094174756,0.9256856931209152,9600.0,0.2409893487819042,0,4028,0.5035,1927.9147902552336,3627.1678986057095,0.0993546783287069,0.1844362628823779,0.2355527230121439,0.4122782970737146,0.44088423572588,0.7653295210540323,0.9774403898046116,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,43,1185183688,0.010125,0.8489677445647548,0.7855761837973344,81.0,0.2485216333221844,0,38,0.00475,1988.1730665774755,32.75205066720859,0.0732516364992325,0.1557506454891039,0.2279327362054344,0.2947495375755433,0.3182448026334256,0.6267086024144551,0.9171545074707504,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,43,1185183688,0.013258252147,0.5462694314259887,0.5778289903228937,106.066017176,0.2417161054766634,0,53,0.006625,1933.7288438133075,41.89845308072249,0.0858451495500682,0.1744385264756788,0.227012882273967,0.3551486541651077,0.3702509870705697,0.7216669577382384,0.939171520351523,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,43,1185183688,0.01875,0.2209453102410716,0.2863828627370476,150.0,0.2576370278869404,0,78,0.00975,2061.096223095523,66.15414333035308,0.0908562842115237,0.1929797250586707,0.2783573757594903,0.3526522757877587,0.3657731937507784,0.7490372274569035,1.0804245726730035,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,43,1185183688,0.026516504294,0.1881572585535789,0.1911386299003328,212.132034352,0.2545955702513575,0,105,0.013125,2036.76456201086,89.94692660999405,0.0786967539165555,0.1880975286508267,0.2651018678211734,0.309104961405494,0.3375514488282811,0.7388091177907044,1.041266615752361,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,43,1185183688,0.0375,0.1521652332116529,0.148392523455982,300.0,0.2698035595441313,0,173,0.021625,2158.4284763530504,139.38102575368032,0.0860920648501193,0.2004029799267707,0.287006077451111,0.3190916568913445,0.3352654930928183,0.7427736693517981,1.0637594179114822,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,43,1185183688,0.053033008589,0.1180352325049909,0.1022063216406526,424.264068712,0.2832636704455096,0,248,0.031,2266.1093635640773,205.2919313486193,0.0880627187744685,0.2110338575757113,0.3077523296327971,0.3108860329175492,0.3253829435439632,0.7450085541990008,1.0864518176608118,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,43,1185183688,0.075,0.1445205168321695,0.1066536176237086,600.0,0.2984131380883554,0,370,0.04625,2387.305104706844,307.00724984316577,0.0854093042149357,0.221100641697261,0.3156501256783927,0.2862116083831652,0.3139822534151032,0.7409212714749731,1.0577621605417842,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,43,1185183688,0.106066017178,0.1551980985634276,0.1119478830332476,848.528137424,0.3015865474035145,0,526,0.06575,2412.6923792281164,430.9970045680303,0.0845626022192825,0.2233311737498204,0.3192034629517715,0.2803924874876466,0.3077366752100881,0.7405210068969339,1.0584141292107636,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,43,1185183688,0.15,0.0967254570204185,0.0821309428612468,1200.0,0.3037351751054275,0,725,0.090625,2429.88140084342,609.7883978352762,0.0933788822554511,0.2272618075646714,0.3380559551435111,0.307435193250301,0.3218080639957492,0.7482235387646098,1.1129957372443633,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,43,1185183688,0.212132034356,0.0797530271849566,0.0970237325368906,1697.056274848,0.3017661854652386,0,1006,0.12575,2414.129483721909,850.7436409330309,0.0957902658767174,0.2259321564685054,0.3419184963971525,0.3174320732093817,0.3298270352791092,0.7486993816758549,1.1330576879248755,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,43,1185183688,0.3,0.1581046374190997,0.1552977965060679,2400.0,0.3007331648416168,0,1439,0.179875,2405.865318732934,1200.4478894813012,0.0990735372959261,0.2245245162152968,0.3343089346023029,0.3294400115401436,0.3444307620271765,0.7465904744278677,1.1116463818627025,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,43,1185183688,0.424264068712,0.2738072207447861,0.2710168173161343,3394.112549696,0.2989118333772291,0,1994,0.24925,2391.294667017833,1684.1951484356696,0.1005649667262503,0.2234886650011288,0.3259791663209375,0.3364368870580527,0.3668950842674116,0.7476741970234559,1.090552898618601,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,43,1185183688,0.6,0.4334551014670544,0.4290563980075811,4800.0,0.2904789790614449,0,2675,0.334375,2323.831832491559,2287.253464555438,0.1006899845608863,0.2180445755446721,0.3117924373727643,0.3466343240609761,0.3773704036625598,0.7506380539107762,1.0733734963548291,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,43,1185183688,0.848528137424,0.6562871229841105,0.6569398288505958,6788.225099392,0.2733989671046979,0,3413,0.426625,2187.1917368375834,2988.900503547062,0.1003762372092763,0.2074482627204848,0.286455263734884,0.3671419766953156,0.39819027501173,0.7587748590178203,1.0477554716773536,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,43,1185183688,1.2,0.8952000414406536,0.9039691927647742,9600.0,0.2437325261668311,0,4025,0.503125,1949.8602093346492,3651.0705569714128,0.101114711458748,0.1885569569436684,0.2490130046323535,0.4148593257082829,0.4455061602274769,0.7736224619220664,1.0216650545110586,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,44,2977011510,0.010125,0.3670854727368637,0.2709443254121662,81.0,0.3584056652152318,0,55,0.006875,2867.2453217218545,49.11916100641213,0.0974246391608392,0.2684395427679318,0.4245060953358217,0.2718278437432992,0.2850747712045896,0.7489824208183957,1.184429088421063,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,44,2977011510,0.013258252147,0.1786896185872573,0.1486005171364256,106.066017176,0.3454246539272269,0,70,0.00875,2763.3972314178154,60.0002368183306,0.0974533065269977,0.260197198322908,0.401937378241938,0.2821260886246089,0.3064974721517078,0.7532675950157444,1.1636036214329304,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,44,2977011510,0.01875,0.1867447120781135,0.2035888087226133,150.0,0.3336711476027117,0,97,0.012125,2669.3691808216936,81.74900631387473,0.0963331297511279,0.254938777013471,0.4155093386265376,0.288706801421823,0.3131776989075486,0.7640420181520038,1.2452660099975656,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,44,2977011510,0.026516504294,0.2923357717948684,0.403653145037573,212.132034352,0.3212531782656028,0,132,0.0165,2570.025426124823,110.94548891735752,0.0924630883838541,0.2489909225559412,0.4570734497136196,0.2878199956901542,0.3119530259794361,0.775061351611229,1.4227826544200737,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,44,2977011510,0.0375,0.2822396237062374,0.3919460155149818,300.0,0.3052692251244018,0,177,0.022125,2442.1538009952146,148.21568796666423,0.0899636031050773,0.2356345770814601,0.4343312116962796,0.294702497667152,0.3188822630475146,0.771891031549071,1.4227808634141978,0,0.0
