method,metric,slope,intercept,theory_secant,theory_asymptotic
lepski,sup_err,0.45552430702360036,-3.9718336966002687,-0.34722805831679177,-0.4
oracle,sup_err,-0.2307086616498789,0.08749599020468363,-0.34722805831679177,-0.4
lepski,ise,0.48768620342890856,-4.038093780361107,-0.34722805831679177,-0.4
oracle,ise,-0.17906352965940908,-0.2042523343244012,-0.34722805831679177,-0.4
