method,M,mean_selected_h,mean_gap_to_oracle,boundary_frequency,mean_f_hat,mean_min_D_hat
lepski,1000,0.3429042206136,2.059971342227798,0.0,0.29876228822550815,0.2693693949490039
lepski,2000,0.26708045843565,3.493644779173304,0.0,0.29760858653958366,0.22492266161708482
lepski,4000,0.3112061855063,6.471584885945992,0.05,0.2779846717475889,0.26283068466246406
oracle,1000,0.2488674240492,1.0,0.05,0.3005719059343504,0.29166628836299974
oracle,2000,0.2525825214725,1.0,0.0,0.3053677805300955,0.2886335125739778
oracle,4000,0.19900842119635,1.0,0.0,0.29020899935672595,0.29972923879246954
