method,M,mean_ise
lepski,1000,3.2858177473658814
lepski,1500,6.329331451288701
lepski,2000,4.518688820346516
lepski,3000,3.6863991743062043
lepski,4000,2.517309043948307
lepski,6000,5.582342681693778
lepski,8000,3.7590979168987504
oracle,1000,0.7450454832791663
oracle,1500,0.6341747691349465
oracle,2000,0.5075218175955609
oracle,3000,0.5483081964887565
oracle,4000,0.48401452237463677
oracle,6000,0.3644648848188507
oracle,8000,0.380967015436981
