method,metric,slope,intercept,theory_secant,theory_asymptotic
lepski,sup_err,-0.06066170857339819,1.3160744269802576,-0.2911495306404226,-0.3333333333333333
oracle,sup_err,-0.29567302916592497,1.6416056170813889,-0.2911495306404226,-0.3333333333333333
lepski,ise,-0.032899585344962234,1.6643933426748765,-0.2911495306404226,-0.3333333333333333
oracle,ise,-0.3265064579387917,1.927588458085229,-0.2911495306404226,-0.3333333333333333
