method,metric,slope,intercept,theory_secant,theory_asymptotic
lepski,sup_err,0.39748885810207557,-3.5248269960547285,-0.34722805831679177,-0.4
oracle,sup_err,-0.2307086616498789,0.08749599020468363,-0.34722805831679177,-0.4
lepski,ise,0.5051449807108741,-4.224148897921707,-0.34722805831679177,-0.4
oracle,ise,-0.17906352965940908,-0.2042523343244012,-0.34722805831679177,-0.4
