method,metric,slope,intercept,theory_secant,theory_asymptotic
lepski,sup_err,-0.26170996045237077,0.45109989742597273,-0.34937943676850713,-0.4
oracle,sup_err,-0.3488994864487096,0.6520097821543072,-0.34937943676850713,-0.4
lepski,ise,-0.26540724801196997,0.4405354718014316,-0.34937943676850713,-0.4
oracle,ise,-0.33710914409519027,0.5565061637190519,-0.34937943676850713,-0.4
