method,M,mean_ise
lepski,1000,0.5476121251983226
lepski,2000,0.7941923076189678
lepski,4000,0.9541742542362635
oracle,1000,0.21873108893597992
oracle,2000,0.2446733815434426
oracle,4000,0.17064891366612117
