method,M,mean_sup_err
lepski,1000,0.47652016148132503
lepski,2000,0.6565877903149302
lepski,4000,0.7756669013356011
oracle,1000,0.2019591727258375
oracle,2000,0.22784616798975707
oracle,4000,0.1466773747220709
