method,M,mean_ise
lepski,1000,0.23797100952922168
lepski,2000,0.20780198394553828
lepski,4000,0.19326293634315153
lepski,8000,0.132040131815658
oracle,1000,0.15793455838843326
oracle,2000,0.14511620348538273
oracle,4000,0.11412415078075416
oracle,8000,0.07852176856693248
