method,M,mean_selected_h,mean_gap_to_oracle,boundary_frequency,mean_f_hat,mean_min_D_hat
lepski,1000,0.45404015126395997,1.643389030487896,0.0,0.3897159375154932,0.007122905153365999
lepski,2000,0.3769188309204,1.6079608456764272,0.0,0.3935662675951474,0.007114980348889418
lepski,4000,0.35233787847872,1.6981530521045198,0.0,0.39668529382782663,0.007299096469071966
lepski,8000,0.3002056274848,2.070324946842888,0.0,0.39484111306950714,0.006611733023054719
oracle,1000,0.3204620939633,1.0,0.0,0.3946997127539795,0.006505528850674187
oracle,2000,0.26496584123938,1.0,0.02,0.4050747477109965,0.006695128983615923
oracle,4000,0.20209132835586,1.0,0.0,0.4088204317509698,0.006387028346246708
oracle,8000,0.18352102262582,1.0,0.0,0.4013409229233295,0.006279823554503502
