method,metric,slope,intercept,theory_secant,theory_asymptotic
lepski,sup_err,-0.2617099604523709,0.45109989742597423,-0.34937943676850713,-0.4
oracle,sup_err,-0.3488994864487099,0.6520097821543096,-0.34937943676850713,-0.4
lepski,ise,-0.2654072480119698,0.4405354718014305,-0.34937943676850713,-0.4
oracle,ise,-0.33710914409519027,0.5565061637190515,-0.34937943676850713,-0.4
